title,company,location,job_type,employment_type,description,requirements
Junior Machine Learning Engineer (f/m/div.) – Full Time,MATVIS GmbH,"72 Tübingen, Germany",Feste Anstellung,"Homeoffice möglich, Vollzeit","MATVIS is looking for a full-time Junior Machine Learning Engineer.MATVIS is looking for a motivated Junior Developer to join their team and help shape the future of AI security. The chance to make a real difference in a dynamic, fast-growing start-up.At MATVIS, their mission is simple: to make AI safe. They’re building the security foundation for a future where organizations can confidently deploy generative AI. Here’s how they’re making it happen:AI Firewall: Full protection for AI applications by identifying, analyzing, and managing security risks.Pentest for GenAI: Automated red teaming to uncover security vulnerabilities in AI applications.","Degree in computer science, software development or comparable field with a focus on machine learning.Foundational understanding of cloud platforms like AWS or Azure.Experience with containerized environments (Docker).Programming skills in Python and ML frameworks.Basic understanding of DevOps practices and CI/CD pipelines.Basic knowledge of relational databases and REST APIs.A proactive, independent way of working.Languages: Fluent written and spoken English or German.Experience LevelGraduate, Professional"
Computer scientist at X-Visual,X-Visual Technologies GmbH,"Berlin, Germany",Feste Anstellung,Vollzeit,Enrich the X-Visual team by contributing your own expertise. We look forward to receiving your application!Become part of the X-Visual team,"Degree in computer science or comparable skillsStructured and independent working approachInterest in the latest technical content and newsStrong oral and written skillsGood German and English language skillsConfidence with Microsoft products (Visual Studio and SQL Server)Good programming skills in C#, .NET Framework, and SQL programmingIdeally, knowledge of Microsoft Visio"
Quant Developer (f/m/d),Amfileon AG,Munich,Feste Anstellung,Vollzeit,"Founded by industry leading experts, Amfileon’s mission is to find and capitalize on inefficiencies in liquid capital markets by building statistical models based on relevant data sets. We employ state-of-the-art trading technologies & algorithms to implement our models in global markets. Our team consists of highly numerate, detail-orientedscientists.","RequirementsWho we are looking forThe ideal candidate will have the following qualities, skills, and experience:Bachelor’s or Master’s degree in Computer Science, Engineering, Mathematics, or a related field.2–4 years of professional experience in software development, quantitative finance, or a technical research setting (Internships, research projects, or prior fintech roles count toward this experience).Proficiency in at least one systems programming language (such as C++, Rust, or Java).Basic understanding of statistical modeling, quantitative finance principles, or trading systems is desirable.Strong analytical and problem-solving skills, with attention to detail. Ability to communicate clearly and collaborate effectively in a fast-paced team environment."
Internship | Economic Consulting (f/m/d) from October 2025,DIW ECON GmbH,"Berlin, Germany",Praktikum,"Homeoffice möglich, Teilzeit","DIW Econ is the consulting company of DIW Berlin (German Institute for Economic Research). We work at the interface between science, business and politics and support national and international clients in answering economic questions based on applied economic research.","Strong interest and understanding of microeconomic and/or macroeconomic topicsFirst experience in writing scientific papers, especially literature research, as well as first knowledge in statistics, econometrics and data analysis (basic knowledge in statistical software (Stata, R) is an advantage)Ability to work independently and a high degree of reliability and accuracyExperienced handling of MS OfficeVery good knowledge of German and English, both written and spokenIn the master’s program or near the end of the bachelor’s program in economics, business administration or a related fieldEnrollment at a (technical) universityInternship required by the study or examination regulations or voluntary internship for career orientation purposes"
SOFTWARE DEVELOPER (M/F/D),IDloop GmbH,Jena,"Ausbildung, Studium",Vollzeit,"Future proof your career.Work with usSince 2021, we’ve grown from a team of four with an idea and a dream to a team of over twenty. With pioneering technology, we aim to become the category leader in contactless, hygienic and secure identification solutions. If you want to be part of the team that drives technology and sets new standards in biometrics, come and talk to us.","Your profile:Experience: Many years of experience as a software developer, preferably at the senior expert level.Technical knowledge:Extensive experience in the languages C++, C#, C, Python and Java.In-depth knowledge of working with Qt (for UI development), Git (version control), Jira (task planning) and Confluence (documentation and specifications).In-depth knowledge of client-server architectures, API development and UI frameworks.Experience in optimising code, using and maintaining test frameworks, working with Jenkins and using CUDA for performance enhancements.Additional knowledge: Familiarity with development for Windows and Linux, embedded systems, Android and mobile platforms, including cross-platform development.Language skills: Fluent spoken and written English is mandatory.Soft skills: Strong team skills, personal responsibility and problem-solving skills, as well as a proactive attitude in sharing knowledge and team culture.Working style: Organized and flexible in a dynamic start-up environment.What are the skills and professional experience we’re expecting from you?A successfully completed Bachelor degree in physics, mathematics, computer science, natural sciences or engineeringExperience with ray tracing programs like BlenderProgramming experience in PythonExperience in (image) data processingAs a Master Student (m, f, d), what are you going to do?What are the skills and professional experience we’re expecting from you?A successfully completed Bachelor degree in physics, mathematics, computer science, natural sciences or engineeringExperimental skills in the optics laboratoryExperience with 3D data manipulationProgramming experience in PythonExperience in (image) data processingAs a Master Student (m, f, d), what are you going to do?Improve optical Multiview 3D-Measurement setupCalibrate Multi-view 3D setupsMerge pointclouds from different perspectivesjobs@idloop.com"
Consultant SAP BI (f/m/x),X4Analytics Deutschland,"Walldorf, Germany",Feste Anstellung,"Homeoffice möglich, Vollzeit","Location:X4 Analytics GmbH is a leading company in the field of business intelligence and data analysis. We support our customers in optimizing their business processes and making informed decisions based on data. To strengthen our team we are looking for an experienced Consultant SAP BI (m/f/d) at our locations in Walldorf, Germany, and Sofia, Bulgaria.","Completed studies in computer science, business informatics or a comparable qualificationSeveral years of professional experience in SAP BI consultingSound knowledge of SAP BW/4HANA, SAP Analytics Cloud and other relevant SAP toolsExperience in data modeling and database designAnalytical mindset and solution orientationTeam spirit and strong communication skillsGood written and spoken German and English skills"
Impact Carbon Removal Analyst (Nature-based and CDR Projects) (f/d/m) at CEEZER,CEEZER Software GmbH,"Berlin, Germany",Feste Anstellung,Vollzeit,"Ceezer is seeking an Impact Carbon Removal Analyst focused on nature-based projects in Berlin, Germany. The role involves sourcing high-quality carbon projects, conducting risk assessments, and collaborating with project developers. Candidates should have expertise in the carbon market, strong analytical skills, and fluency in English (Spanish preferred). The position offers an opportunity to contribute to climate action within a rapidly growing international team. Businesses must decarbonize their operations to achieve real climate progress. Some emissions are unavoidable, and that’s where CEEZER comes in. CEEZER is a platform for CO2 compensation and high-tech removal credits with access to >8,000 climate projects worldwide, verified by globally recognized registries. Transactions take place between corporations and project developers at the source, without any middlemen or hidden fees. CEEZER achieves this by providing scientific quality and pricing insights that help buyers and sellers interact, while allowing them to monitor credits in a balanced, high-quality portfolio.","• Fluency in English (and additional fluency in Spanish is preferred) • Carbon market expertise, including experience in carbon market data, relevant quality concepts (e.g. additionality), and carbon project documentation • Established supplier network in the voluntary carbon market • Technical experience in risk management and/or data analytics is a plus • Established knowledge of quantitative analysis techniques and familiarity with common quantitative tools (Sheets, GIS software, SQL, Python) preferred • Exceptional communication and negotiation skills • Good research and writing skills • The ability to explain complex issues and present technical information clearly • Eligible to work in Germany/the EU"
Salesforce Senior Manager / Manager – Program & Solution Lead,Peak & Peak GmbH,"Thessaloniki, Greece",Feste Anstellung,Vollzeit,"Why we are looking for supportWe are looking for experienced Salesforce leaders who combine program delivery expertise with deep functional and technical understanding. At Peak & Peak, you’ll lead complex Salesforce-enabled transformations across go-to-market, service, and commercial functions—designing scalable solutions and guiding clients from concept to execution.You’ll work with international clients and cross-functional teams across Europe. Your role will span business design, technical architecture, and program delivery—requiring strong communication skills, cultural awareness, and the ability to drive outcomes in complex project environments.What you will find with us:Your tasksLead large-scale, multi-market Salesforce transformation programs from discovery to deploymentAct as the primary point of contact for senior business and IT stakeholdersFacilitate executive-level and cross-functional workshops across geographiesTranslate business challenges into scalable Salesforce solutions and roadmapsOversee program delivery, including planning, team leadership, and quality assuranceAlign solution architecture with commercial objectives, data flows, and user journeysManage cross-border collaboration between client, vendor, and delivery teamsContribute to proposals and pre-sales efforts, including scoping and estimation","8–12+ years of experience in consulting or enterprise deliveryProven track record leading complex, multi-stream Salesforce programsExperience working with international clients and multi-country teamsDeep knowledge of Salesforce platform capabilities (Sales, Service, CPQ, Consumer Goods Cloud, etc.)Strong facilitation and communication skills, with the ability to bridge business and technologyExperience in business process design, data integration, and system architectureFamiliarity with CRM and commercial processes: sales, service, pricing, promotionsFluent in English; other languages (e.g. Greek, German, French) are a plusNice to HaveSalesforce certifications (e.g. Sales Cloud, Service Cloud, CPQ, Architect)Industry experience in Consumer Goods, Retail, Manufacturing, or Life SciencesBackground in program or project management (Agile, hybrid, or waterfall)Experience working with SAP (e.g. SD, TPM, pricing) or middleware (e.g. MuleSoft)Exposure to analytics platforms (Tableau, Power BI, Einstein Analytics)"
CV/ML Engineer - Internship (x/f/m),Meshcapade GmbH,"Tübingen, Germany","Praktikum, Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit, Vollzeit","Meshcapade is seeking a full-time or part-time intern or student for a remote position.Meshcapade is a pioneering company specializing in 3D digital humans, focused on creating realistic human avatars for applications in apparel, gaming, fitness, AI, and augmented reality. The company leverages machine learning and computer vision to model the complexities of human body shape and movement, transforming photos, 3D & 4D scans, RGB-D sequences, motion capture (Mocap) data, and even text into lifelike 3D representations. A spinoff from the Max Planck Institute for Intelligent Systems in Tübingen, Germany, Meshcapade's products are built on cutting-edge, patented research. Their flagship product,Meshcapade Me, is an online platform designed for creating, animating, and utilizing 3D digital humans. The company serves a diverse range of clients, including prominent global brands in technology, media, health & fitness, apparel, and education.","QualificationsMaster’s or PhD degree in computer science or a related field.Experience with 3D computer vision and deep learning frameworks (e.g., PyTorch, TensorFlow).Bonus SkillsFamiliarity with the SMPL family of statistical human models.Experience with Unreal Engine, Blender, Unity, or similar tools."
Senior Product Manager - Engagement (all genders),JustPlay GmbH,Berlin,Feste Anstellung,Vollzeit,"JustPlay is looking for a Senior Product Manager to join our engagement product domain for our loyalty platform, driving player excitement by maximizing their engagement, boosting long term retention and fostering live-ops across our scaled platform. What sets this role apart? You’ll have a blue ocean of creative opportunities to merge the most effective engagement techniques from casual gaming with strategies that excel in real-money rewards—powered entirely by ad revenue.If you thrive in a dynamic environment and are passionate about creating compelling experiences for players, we’d love to hear from you!Come join the company that’s transforming the world of mobile gaming by making playtime truly rewarding. At JustPlay, we’re on a mission to build a fairer, more sustainable Play-to-Earn ecosystem—one where players are rewarded for their time, and engagement drives continuous growth.Since launching in 2020, we’ve grown into one of the world’s leading loyalty gaming platforms, with over 25 million downloads and 500,000+ daily active users. Bootstrapped and headquartered in Berlin, our global team spans 19+ countries and is united by a belief in fun, fairness, and meaningful impact.We’re leading a massive shift in the gaming industry—but it’s still early enough for you to make your mark. At JustPlay, you’ll have the freedom to shape bold ideas, drive real impact, and be part of a company that’s not just growing fast—but growing right.","At least 4 years of experience in driving product retention and engagement in the mobile industry, preferably in mobile games, loyalty platforms and other B2C apps.Data-driven mindset with experience designing impactful product engagement strategiesStrong project management and analytical skillsExcellent English communication skills for clear idea articulation and cross-team collaboration"
Director / Manager Sales Operations (m/w/d),Aequitas Rechtsanwalts GmbH,"Munich, Germany",Feste Anstellung,Vollzeit,"AEQUITAist eine inhabergeführte Beteiligungsgesellschaft mit Sitz in München, die sich auf die operative und finanzielle Unterstützung von Unternehmen in Sonder- und Umbruchsituationen konzentriert. Neben unserem Investmentteam, verantwortlich für Transaktions-, Bewertungs- und Due DiligenceAEQUITAis an owner-managed investment company based in Munich, specializing in the operational and financial support of companies in special and transitional situations. In addition to our investment team, which is responsible for transaction, valuation, and due diligence matters, we have a large operations team composed of experienced managers and experts from the automotive, mechanical and plant engineering industries, as well as various other industrial service sectors. Thanks to the extensive expertise of our employees, we are able to act as active partners to achieve successful and sustainable value creation for our portfolio companies.","Successfully completed university degree in Business/Finance, Engineering, Technology, Science, or a related fieldAt least 5–7 years of relevant professional experience with a proven track record in optimizing pricing, marketing, and sales strategies to drive top-line growthSeveral years of demonstrable experience in consultingStrong analytical skills and experience in (big) data analysisConfident use of common analysis tools such as Excel, Power BI, or TableauEntrepreneurial mindset with strong execution skills and a hands-on mentalityPragmatic, independent working style with the ability to prioritize effectivelyLeadership qualities and assertivenessExcellent communication skills in both German and English"
Senior Software Engineer (Backend) (f/m/div.),MATVIS GmbH,"72 Tübingen, Germany",Feste Anstellung,"Homeoffice möglich, Vollzeit","MATVIS is looking for a Senior Software Engineer (Backend).MATVIS is looking for an experienced Senior Developer to join their team and help shape the future of AI security. The chance to make a real difference in a dynamic, fast-growing start-up.At MATVIS, their mission is simple: to make AI safe. They’re building the security foundation for a future where organizations can confidently deploy generative AI. Here’s how they’re making it happen:AI Firewall: Full protection for AI applications by identifying, analyzing, and managing security risks.Pentest for GenAI: Automated red teaming to uncover security vulnerabilities in AI applications.","University degree in computer science, software development or comparable field of study.At least 3 years of work experience.Experience in backend development with Python and ML frameworks.Confident handling of REST APIs, relational databases and Docker.Understanding of DevOps practices and CI/CD pipelines.A proactive, independent way of working and the ability to solve complex problems.Ability to lead teams and transfer knowledge.Languages: Fluent written and spoken English or German.Experience Level"
Clinical Trial Manager - Germany - Neuroscience / Ophthalmology / Infectious Disease,Medpace Germany GmbH,80339 München,Feste Anstellung,"Homeoffice möglich, Vollzeit","Job Summary: Medpace is the leading CRO for Biotech companies and is continuing to add Clinical Trial Managers of different experience levels to join our Clinical Trial Management Group in the DACH region, specifically in Munich, Germany. Clinical Trial Managers with expertise in CNS and Neuroscience are welcome to continue to work in their area of expertise or to expand to a new therapeutic area. We provide remote flexibility after probation to the DACH region only with relevant experience.Medpace Overview: Medpace is a full-service clinical contract research organization (CRO). We provide Phase I-IV clinical development services to the biotechnology, pharmaceutical and medical device industries. Our mission is to accelerate the global development of safe and effective medical therapeutics through its scientific and disciplined approach. We leverage local regulatory and therapeutic expertise across all major areas including oncology, cardiology, metabolic disease, endocrinology, central nervous system, anti-viral and anti-infective. Headquartered in Cincinnati, Ohio, employing more than 5,000 people across 40+ countries. Why Medpace? : People. Purpose. Passion. Make a Difference Tomorrow. Join Us Today. The work we’ve done over the past 30+ years has positively impacted the lives of countless patients and families who face hundreds of diseases across all key therapeutic areas. The work we do today will improve the lives of people living with illness and disease in the future.","Bachelor’s degree in a health or life science-related field; Advanced degree in a health or life science-related field preferred;Experience in Phases 1-4; Phases 2-3 preferred;Minimum of 2 years of Clinical Trial Management experience, CRO experience preferred;5+ years of Project Manager/Clinical Trial Manager experience at a CRO required for a remote-based role;Management of overall project timeline;Bid defense experience preferred; andStrong leadership skills."
Senior Sales & Partner Manager AI and s+c (m/w/d),Atos Information Technology GmbH,Berlin,Feste Anstellung,"Homeoffice möglich, Vollzeit","Unsere Werte:#GrowTogether- Wir pflegen eine integrative und gerechte Gemeinschaft und schmieden langfristige und vertrauensvolle Beziehungen zueinander.#DareToTry – Wir wissen, wann es an der Zeit ist für gewollten Fortschritt ein Risiko einzugehen.#DoTheRightThing – Wir handeln nachhaltig und verbessern dadurch das Wohl von Menschen und unserem Planeten.#StayCurious – Wir sind neugierig und heben dadurch unsere Ergebnisse auf eine neue Stufe.Wir suchen neue Kolleg:innen an unseren bundesweiten Standorten.Das sind wir:Die science + computing AG, ein Unternehmen von Eviden, erbringt hochwertige, innovative und spezialisierte IT-Dienstleistungen für anspruchsvolle internationale Kunden im Bereich Automotive und Manufacturing. Mit 350 hochqualifizierten Mitarbeitenden in Deutschland und Rumänien stellen wir sicher, dass unsere Kunden ihre Geschäftsziele im Bereich R&D und Engineering, sowie beim Betrieb ihrer geschäftskritischen Anwendungen bestmöglich realisieren können.Eviden ist ein Technologieführer der nächsten Generation im Bereich der datengesteuerten, vertrauenswürdigen und nachhaltigen digitalen Transformation mit einem starken Portfolio an patentierten Technologien. Mit weltweit führenden Positionen in den Bereichen Advanced Computing, Security, KI, Cloud und digitale Plattformen bringt Eviden ein fundiertes Fachwissen für alle Branchen in über 47 Ländern mit. Mit 41.000 Talenten von Weltklasse erweitert Eviden die Möglichkeiten im Umgang mit Daten und Technologien über das gesamte digitale Kontinuum, heute und für kommende Generationen.","Langjährige Berufserfahrung im Vertrieb, Business Development oder Pre-Sales in der Informationstechnologie (Projekt-, Lösungs- und/oder Produktgeschäft) speziell im Big Data-Edge & KI-Bereich im Umgang mit Top-Entscheidern (C-Level) und ein belastbares Branchen- und Partnernetzwerk.Abgeschlossenes Hochschulstudium (technisch, - oder wirtschaftswissenschaftlich) oder vergleichbare AusbildungEigenständige, strukturierte und zielorientierte Arbeitsweise, Ausdauer und AbschlussstärkeAusgeprägte Kundenorientierung und hohe EigeninitiativeEnglisch und Deutsch Kenntnisse in Wort und Schrift fließendReisebereitschaft, vornehmlich in Deutschland"
Linux Administrator (m/f/d),Yalwa GmbH,Wiesbaden,Feste Anstellung,"Homeoffice möglich, Vollzeit","At Yalwa, bringing people together is our mission. We strive to make the digital world a place where people build real-life connections. Working at Yalwa means being part of a friendly, passionate team of people from over twenty-five different countries. With the support of your colleagues, you’ll have the opportunity to challenge yourself, evolve, share your knowledge, hone your skills and work on ambitious projects.We are looking for a Linux system administrator to join our team, proficient in general systems administration, particularly in managing high-traffic, in-house web applications within a LAMP (Linux, Apache, MySQL, PHP) environment. This role offers an exciting opportunity for everyone with deep technical expertise, excellent problem-solving skills, and the ability to thrive in a fast-paced, technology-driven company. Join us and contribute your skills to our dynamic team!","Bachelor's or Master's degree in IT, Computer Science, or related fields5 years of relevant work experience aligned with the job descriptionStrong ability to work independently and with a structured approachProficiency in English"
IMOGate | Working Student Business Intelligence Development Job Offer,ImoGate GmbH,"Munich, Germany","Studentenjobs, Werkstudent",Teilzeit,"We are a young German French company with offices in Munich, Paris and Barcelona. We combine professional excellence and professionalism with Start-Up spirit. We offer our international customers in the financial industry customized IT-solutions for the management of their loans, real estate, and investments.Munichfor a Working Student Business Intelligence Development (m/f/x)15- 20 h / per week.n","• Bachelor’s degree in (Business) Computer Science or equivalent, currently in Master Program • Our working language is English, we expect English knowledge at work level • Creativity and entrepreneurial spirit • Quick learning capability • Structured and conscientious working style, good project, and time management • Experience in writing SQL Queries (SQL, Transact SQL) • Experience with Azure Data Factory (ADF) is a plus. • Experience with a reporting tool (Tableau / Power BI…) is a plus. • Experience with SSIS is a plus"
(Senior) Developer Fullstack (Typescript / Javascript / Node.js),Datatroniq GmbH,Berlin,Feste Anstellung,"Homeoffice möglich, Vollzeit","DATATRONiQ stands out as a pioneering deep-tech  startup for the industrial IoT in Germany. Our platform offers a one-stop solution for companies to monitor and optimize their assets and processes. Our device management and data acquisition technology generate high-quality data for our AI models deployed on edge. We believe in an open and collaborative environment to foster the best ideas from the most creative people, and we want to talk to you!As a (senior) fullstack developer at DATATRONiQ, you will have the opportunity to work on a cutting-edge IoT platform that utilizes AI to analyze data from industrial processes. Our platform uses machine learning algorithms to detect anomalies and identify patterns that may indicate potential issues with equipment and continuously monitors the quality of parts. Our platform also provides IIoT device management and software connectors for data acquisition from a very broad range of manufacturing machines and control systems.We are looking for multiple skilled Typescript (Javascript) fullstack developers (or those who want to become one) to join our team.At DATATRONiQ, you will be a key member of our engineering team and start contributing from day one. We continuously improve our development processes and take pride in our commitment to delivering high-quality products. To do so, we make a real effort to rank at the top of the Joel Test for engineering teams. We aim to create a healthy and productive engineering environment and encourage collaboration between remote and on-site team members. We do regular pair-programming sessions, and on Fridays we meet (online and offline) to finish the week with a mix of hackathons and show and tell.Did we spark your interest?This is a unique and exciting opportunity to work on a product that has the potential to make a significant impact in the industrial manufacturing sector. DATATRONiQ platform is built with TypeScript, Golang, Python, Scala, C++ and deployed as microservices on various Cloud environments and on-prem virtual machines using Kubernetes.","You should have experience working with Typescript (or Javascript), as well as a strong understanding of fullstack development; ideally you have a good eye for design/UI/UX and are also interested in working with AI and machine learning technologies, as well as data analysis and visualization in general.Completed studies in the field of computer science, mathematics, physics or similarGood programming skills and solid knowledge of agile software developmentExpertise in working with databasesOpenness for new technologiesGreat written and spoken English; German is a plusA high level of commitment, initiative and enthusiasm for ITA bonus, but not mandatory: familiarity with technologies such as React, Storybook, Node.js, Docker/Kubernetes, e2e testing, and Linux"
Intern/Working Student - Frontend Engineering (m/w/d),Yendou GmbH,Berlin,"Studentenjobs, Werkstudent",Teilzeit,"About the RoleAbout YendouWe are at war with the administrative burden slowing science down.You might have heard this before: It takes 12 years and $800 million to bring a cancer therapeutic to the market.But here’s what outsiders don’t know—what no one talks about:More than a third of that 12-year timeline (4.6 years) and 22% of clinical trial costs are wasted on the process of allocating trials to clinics.We’re fixing this.We’re building the next-generation CRM for R&D teams in life sciences—empowering life sciences companies to deliver the right medicine to the right patient at the right clinic, on time, globally.What It’s Like Working With UsYendou is one of them. Here, your work ships incredible software to ship incredible science straight to patients who need it.Winners Win. Losers Lose.Winning is an attitude. It's you vs. you. We don’t believe in hope. Hope is for those who doubt. We WILL our mission into existence. No permission needed. No one can stop us.Customer Obsession is Our DNA.We don’t just build for the sake of it - we build because we care. We care about our users, their problems, and their success. Every line of code, every design, every interaction should empower our customers. We don’t just meet expectations - we exceed them.Growth is the Ultimate Perk.Yendou isn’t an easy place to work. That’s why it’s the best place to work. We expect you to be faster, better, sharper every day. Here, growth is non-negotiable.Dead Brains Kill Companies.You either get smarter or you get left behind. We believe in relentless learning, breaking down problems to its fundamental truths, and building from the ground up.Speed is Survival.Startups don’t grow linearly. They explode - or they die. Moving fast isn’t a flex - it’s an existential requirement. The only way to know you’re doing a good job? You shipped.Ownership at Every Level.Nothing is “not your problem.” Every task has one owner - never a group. You step up. You own your work. You drive results.We Play Hard. We Play Smart.Play hard means being all in. Sacrificing comfort for achievement. But playing hard isn’t burning out - it’s doing what you love. And playing smart? That’s finding the smartest way to win.","Must-Have Attitude:Unstoppable Ambition. You’re not looking for a job - you’re here to make history.Relentless Drive. The word ""No"" doesn’t exist in your vocabulary. You tear down obstacles and make things happen.Obsessive Curiosity. You don’t pretend to know - you ask, explore, and learn until you master it.Extreme Ownership. No excuses. No blame games. If it needs doing, you take charge.Speed Demon. Slow execution kills startups. You move fast, iterate faster, and ship relentlessly.Creativity Meets Precision. You build beautiful, high-performance products that don’t just function - they delightMust-Have Hard SkillsEnrolled in computer science or a related field at a university.Experience with TypeScript, React, Next.js.A portfolio of side projects that make us say: ""Wow.""C1/C2 English skills (written & spoken).Nice-to-Have Skills:Experience with LLM fine-tuning, evaluation, and prompting.Experience with Charkra UI.Background in AI agents or Co-Pilots.Building ETL pipelines for structured data extraction"
Labormitarbeiter/Research Associate Biologics (gn),Proteros Biostructures GmbH,München,Feste Anstellung,Vollzeit,"Proteros is a privately held early-stage services provider in structure-based drug discovery with a cutting-edge discovery engine tailored to unlock even the most technically challenging targets. Proteros’ work is built on scientific excellence and supports its clients to reach the right results and accelerate their overall research timelines. Proteros supports most of the world’s 20 largest pharma companies and more than 250 pharmaceutical and biotech partners in the US, Europe and Japan.","Successfully completed training as a CTA/MTA/BTA or chemical/biological laboratory assistant or degree in life sciences, biology or chemistryPractical laboratory experience, preferably in the field of biologics, or in general protein purification and biochemical assays in an industrial or academic settingIdeally experience in laboratory organization, documentation and data preparationVery good command of MS Office and EnglishIndependent way of workingAbility to work in a teamWillingness to communicateInterest in new methods"
"Senior Consultant (m/f/d) – Salesforce Functional (Sales, Service & Commerce)",Peak & Peak GmbH,"Thessaloniki, Greece",Feste Anstellung,Vollzeit,"We’re looking for experienced Salesforce consultants with a strong consulting mindset and a deep understanding of how companies sell, serve, and grow.","5–8+ years of experience in CRM or commercial process transformationProven track record working as a functional lead or business analyst in Salesforce Sales, Service, or Commerce projectsHands-on experience running client-facing workshops and designing scalable CRM solutionsUnderstanding of lead-to-order, service lifecycle, or digital commerce processesExperience in structured delivery environments or large consultancy setupsFluent English; other languages (e.g. Greek, German, French) are a plusDelivered Salesforce-based commercial solutions in a consulting environmentExperience working in or with large international consultancies (e.g. Deloitte, Accenture, PwC, Capgemini, or similar)Worked across multi-country project settings, navigating both business and IT stakeholder landscapesNice to HaveSalesforce certifications (Sales Cloud Consultant, Service Cloud Consultant, B2B Commerce Admin)Experience in industries such as Consumer Goods, Retail, Manufacturing, or Life SciencesFamiliarity with CRM-related integrations (e.g. SAP, CPQ, marketing automation)"
Working Student (f/m/d) AI for Radar Perception,NXP Semiconductors Germany GmbH Zentrale,Hamburg,"Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit","AtNXP Semiconductors, ourRadar Architecture teamdevelops advanced AI-driven radar solutions to enable intelligent perception for next-generation automotive applications. We work across the stack—from low-level radar signal understanding to multi-sensor (camera + radar) scene perception—always with a strong link to embedded deployment and real-world use cases. Our work supports production-level systems in partnership with major Tier-1s likeCARIAD,Aptiv, andContinental.","Currently pursuing a Master’s degree in Computer Science, Electrical Engineering, Robotics, or a related fieldExperience with PyTorch or TensorFlow for training deep learning modelsFamiliarity with basic radar signal processing or computer visionInterest in embedded AI and multi-modal perceptionStrong Python skills and motivation to contribute to real-world ML systemsBonus PointsFamiliarity with deployment tools such asTensorRT,TVM, orOpenCLExperience with large-scale datasets likenuScenes,Waymo Open Dataset, orK-RadarExposure to 3D vision or volumetric methods for scene understanding"
Senior Climate Specialist,Atlas Metrics GmbH,"Berlin, Germany",Feste Anstellung,"Homeoffice möglich, Vollzeit","Join Atlas Metrics on our mission is to make the sustainability impact of companies fully transparent. .  We’re building the market-leading technology platform for organizations to track their Environmental, Social, and Governance (ESG) data and manage their sustainability performanc ce. Join a team of talented sustainability experts, software engineers, and product build ders!  Series A stage, backed by top VCs including Cherry Ventures, B2Venture, Redstone an","Candidates must be fluent in German and English. Additional languages are a plus.You have experience in carbon accounting with clients: You have 3+ years of practical experience helping organizations to calculate and analyze their GHG emissions, including scope 3. Experience working with banks and funds is a plus.You have a strong knowledge of the GHG Protocol, best practices in carbon accounting, and ideally PCAF. A relevant academic degree in sustainability, environmental studies, data analysis, or a related field is a plus. Experience of extended input-output modelling or life-cycle analysis would be a bonus.You have a good knowledge of major climate frameworks and regulations: You keep up to date with the evolving landscape of climate-focused frameworks and regulations, and understand how various ESG standards incorporate climate disclosures. You are familiar with the metrics organizations should track and the actions they should take to align with best practices.You focus on the best outcomes for clients: You think strategically about how clients can measure and reduce their emissions. You can communicate complex topics and help business leaders understand the importance of climate change. You have ideas for how to build new and impactful solutions that clients will love.You are entrepreneurial and can work independently: You are results-driven and thrive in a start-up environment. You have a strong understanding of core business priorities and KPIs to achieve. You think creatively, are solution-oriented, adaptable to change, and have a drive for continuous innovation.You have an interest in technology: You are excited to be part of a team building a technology product and can work in collaboration with software engineers. You are motivated to harness the power of data and technology to achieve environmental and broader sustainability goals.You are a team player: You work collaboratively with your colleagues and consider what is best for the team. You have exceptional communication skills and can work effectively in a remote-first environment on a distributed team. You value diversity and inclusion."
AI Engineer (Senior),Enzo,Heidelberg,Feste Anstellung,Vollzeit,"Enzo is a technology startup solving the global problem of drinking water loss due to defective water pipes and the resulting damage to real estate. In Germany alone, up to 460bn liters of drinking water will be lost in the next 20 years, causing damages to 21m buildings of more than €210bn. With modern IoT and AI technology, a focus on our customers needs and the value-based mindset of a startup, Enzo is disrupting an international multi billion market which is desperately ripe for innovation.","RequirementsYou cover the following requirementsAdvanced degree in Artificial Intelligence, Computer Science, Mathematics, or a related engineering field, with a track record of academic and professional excellence.Deep expertise in SQL and Python, coupled with proficiency in machine learning frameworks such as TensorFlow or PyTorch.Demonstrated experience in time series prediction, with a comprehensive understanding of various methodologies and their practical applications.Familiarity with TypeScript is advantageous, enhancing the integration of AI solutions within broader technology stacks.Exceptional command of the English language, with exemplary communication skills to articulate complex technical concepts to diverse audiences."
