title,company,location,job_type,employment_type,description,requirements
Internship Innovate Intraoperative Imaging and Diagnostics for Surgical Microscopes (f/m/x),ZEISS,Oberkochen (Baden-Württemberg),Praktikum,Vollzeit,"As a student worker, you will work side by side with your coworkers as equals in an environment which will allow you create the ideal con- ditions for your future career.In a spacious modern setting full of opportunities for further development, ZEISS employees work in a place where expert knowledge and team spirit reign supreme. All of this is supported by a special ownership structure and the long-term goal of the Carl Zeiss Foundation: to bring science and society into the future together.Join us today. Inspire people tomorrow.Diversity is a part of ZEISS. We look forward to receiving your application regardless of gender, nationality, ethnic and social origin, religion, philosophy of life, disability, age, sexual orientation or identity.Apply now! It takes less than 10 minutes.","Currently enrolled in a Bachelor or Master program in physics, optics, computer science, medical technology, mechanical engineering, or a related fieldDemonstrate excellent organization, problem-solving, communication, and innovation skillsShow passion for new technologies and motivation to tackle diverse topicsProgramming skills in Python or MATLAB are a plusVery good English skills; German skills are advantageousSounds exciting? Then become part of #teamZEISS and help us shape the future! Please provide your complete application documents (CV, transcript of records, etc.)."
Work Package Manager (m/w/d) Software,TKMS ATLAS ELEKTRONIK GmbH,Bremen,Feste Anstellung,"Homeoffice möglich, Vollzeit","ATLAS ELEKTRONIK ist ein Unternehmen der thyssenkrupp AG und steht für maritime Sicherheit. Seit Jahrzehnten unterstützen wir als führendes Systemhaus für Marineelektronik Marinen auf der ganzen Welt, die See sicherer zu machen. Unseren Kunden bieten wir ein breites Angebot u. a. an Sonaren und Sensoren, Führungssystemen für U-Boote und Überwasserschiffe, Minenabwehrsystemen, unbemannte Unterwasserfahrzeuge und Funk- und Kommunikationsanlagen.","Du verfügst über ein erfolgreich abgeschlossenes Studium vorzugsweise der Informatik, Software Engineering, Computer Science oder Mathematik.Du bist interessiert und hast Erfahrungen im Bereich „Autonomy“, „Guidance“, „Obstacle Avoidance“ (2D/3D), SDF oder vergleichbare Themen im Umfeld von AUVs sammeln können.Verständnis im Umgang mit toolgestützter Softwareentwicklung unter gängigen Betriebssystemen (Microsoft Windows, Linux) und der Anwendung von Ansätzen der künstlichen Intelligenz (Neuronale Netze, Deep Learning, etc.) zeichnen Dich aus.Du begeisterst Dich für moderne Softwareentwicklung: Clean Code und Software-Craftsmanship sind Dir vertraut.Als Entwickler::in bringst Du praktische Implementierungsfähigkeiten in mindestens einer Hochsprache und Erfahrung in den Bereichen Design, Tests, Build(CMake) und/oder fortlaufender Integration von Software (CI) mit – bevorzugt mit GitLab – und bist in der Lage die Tools ggf. mit Anleitung zu verwenden.Ausgeprägte Team- und Kommunikationsfähigkeit zählen ebenso zu Deinen Stärken, wie die Fähigkeit Deine Arbeitsergebnisse auf Deutsch und Englisch darzustellen und zu vermitteln.Gelegentliche nationale und internationale Dienstreisen bereiten Dir Freude."
Lead Engineer (w/m/d) EPCM Industry - Planung von Automationssystemen & Architekturen,Drees & Sommer SE,"Stuttgart,Frankfurt am Main, München, Hamburg, Freiburg, Dresden, Köln",Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Wir stehen jeden Morgen dafür auf, eine lebenswerte Zukunft für nachfolgende Generationen zu schaffen. Je nach Projekt sind wir Berater, Umsetzer – oder beides – nachhaltiger, innovativer und wirtschaftlicher Lösungen für Immobilien, Industrie, Energie und Infrastruktur. In interdisziplinären Teams unterstützen unsere 6.500 Mitarbeitenden an über 70 Standorten weltweit unsere Kunden. Wir denken visionär und realistisch. Wir arbeiten eigenständig und im Team. Mit Leidenschaft und modernsten Technologien. We unite. Join us at Dreso and let’s create a world we want to live in.","Erfolgreich abgeschlossenes Studium oder staatlich geprüfter Elektrotechniker im Bereich Elektro-, Versorgungs-, Gebäude-, Energietechnik oder Automatisierungstechnik oder eine vergleichbare QualifikationMehrjährige Berufserfahrung in einer vergleichbaren Position in der Fachplanung von Industrieprojekten bei einem Generalplanungsunternehmen oder TGA-FachplanungsbüroKenntnisse der TGA, insbesondere in den relevanten Gewerken, sowie Erfahrung mit komplexen Projekten und SystemenSicherer Umgang der Branchensoftware (z. B. CAD, CAE, BIM)Fließende Deutsch- und Englischkenntnisse in Wort und SchriftStrukturierte, eigenverantwortliche und interdisziplinäre Arbeitsweise"
JUNIOR CONSULTANT (M/W/D) DATA WAREHOUSE,integration-factory GmbH & Co. KG,"Frankfurt am Main, Leipzig","Berufseinstieg/Trainee, Feste Anstellung",Vollzeit,"Bei integration-factory wirst Du vom ersten Tag in Dein Team aufgenommen und auf Augenhöhe wertgeschätzt. Du kannst Deine Fähigkeiten und Ideen selbst einbringen und Dich entscheiden, für welche Aufgaben Du Verantwortung übernehmen willst. Bist Du begeistert, wenn es um die Modellierung von BI-Anwendungen geht oder interessieren Dich datengesteuerte Analysen und Dashboards?Mit Deinen Schwerpunkten gestaltest Du gemeinsam mit Deinem Team Business Intelligence Lösungen für unsere Kunden aus spannenden Branchen. Deine fachliche und persönliche Weiterentwicklung unterstützen wir nicht nur mit unserer Core Components Library, sondern stellen Dir auch einen persönlichen Mentor an die Seite. So ermöglichen wir Dir einen praxisorientierten Berufseinstieg in dem du Deine Erfahrungen „on the job“ machst.","Während oder nach Deinem Studium hast Du erste praktische Erfahrung mit Datenmodellen, Analysen und/oder Dashboards gesammeltRelationale Datenbanken oder ETL-Werkzeuge sind keine Fremdwörter für Dich?Du hast Dein Studium der (Wirtschafts-) Informatik oder einer anderen Richtung mit IT-Schwerpunkt kürzlich erfolgreich beendet?Du arbeitest gern im Team und bist ergebnisorientiert und selbstständig?Du beherrschst die deutsche und englische Sprache sicher in Wort und Schrift?Du bist bereit, innerhalb von Deutschland zu Kundeneinsätzen zu reisen?"
Intern/Working Student (m/f/d) in Electrochemistry Laboratory,Clarios Inc.,Hannover,"Praktikum, Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit, Vollzeit","Clarios is the global leader in advanced, low-voltage battery technologies for mobility. Our batteries and smart solutions power nearly every type of vehicle and are found in 1 of 3 cars on the road today. With around 18,000 employees in over 100 countries, we bring deep expertise to our Aftermarket and OEM partners, and reliability, safety and comfort to everyday lives. We answer to the planet with a rigorous sustainability focus – advancing best-in-class sustainability practices and advocating for them across our industry. We work to ensure 100% of our products sold are recyclable, and we recycle 8,000 batteries an hour in our network.","Your qualifications:Advanced degree in chemistry, physics, process engineering, electrical engineering or a comparable field of studyIdeally, you have some initial experience in the chemical-technical or physical-technical field or similarYou are confident in using ANSYS Fluent and MS-Office (especially Excel, Word, and PowerPoint)You have strong analytical and research skills, with the ability to interpret data and provide valuable insightsYou have a very good command of English and German is an advantageWith initiative, commitment, and organizational skills you strengthen our teamKnowledge or interest in the Automotive Industry is a plus"
Controller (m/f/d),KWS Group,Einbeck,Feste Anstellung,"Homeoffice möglich, Vollzeit","KWS is one of the world’s leading plant breeding companies. Nearly 5,000 employees in more than 70 countries generated net sales of around €1.68 billion in the fiscal year 2023/2024. A company with a tradition of family ownership, KWS has operated independently for almost 170 years. It focuses on plant breeding and the production and sale of seed for sugarbeet, corn, cereals, vegetables, oilseed rape and sunflower. KWS uses leading-edge plant breeding methods to continuously improve yield for farmers and plants’ resistance to diseases, pests and abiotic stress. To that end, the company invested more than €300 million last fiscal year in research and development.","Completed master’s degree in economics, business administration, agricultural economics, or a comparable fieldInitial professional experience – demonstrated through internships, student work, etc. – in (production) controlling and/or finance, ideally in an international environmentProficient in MS Excel – experience with SAP R3, S/4HANA, and Business Warehouse is advantageousAnalytical thinking and strong problem-solving skillsStructured, goal-oriented working style combined with good organizational skills and high self-motivationHands-on mentalityTeam playerA very good command of English; German language skills are an asset"
"Data Analysis, Manager",Pulse Advertising GmbH,Berlin,Feste Anstellung,"Homeoffice möglich, Vollzeit",We’re looking for a Mid-Level Data Analyst who transforms data into stories that drive impact.,"Driven. Passionate. Diverse. Equal. These are values you cherishYou bring at least 3 years of experience as a Data Analyst, ideally in a fast-paced digital or agency environmentYou know your way around social listening and analytics tools like Brandwatch and Pulsar, and you’re confident using Looker Studio or Tableau to tell stories with dataYou have a solid grasp of major social platforms—TikTok, Instagram, YouTube—and understand the metrics that drive performance in digital marketingYou’re detail-driven and structured in your thinking, with a strong instinct for turning complexity into clarityYou communicate insights clearly and confidently, whether in a team sync or client presentationYou speak fluent English, and any additional European language is a definite plus"
Senior Commission Specialist,commercetools GmbH,"London, England, United Kingdom (Hybrid); München, Bayern, Germany (Hybrid)",Feste Anstellung,Vollzeit,"Our Guiding Stars are the values at the heart of our organization that drive everything we do. We are committed to creating meaningful change not only in our industry but also in the communities we engage with. If our Guiding Stars resonate with you, we encourage you to consider joining our team.Drive Results : We think big, work smart, and execute fast to transform the future of commerceCultivate Belonging : We welcome diverse backgrounds and experiences, driving positive change through inclusion and teamworkChampion Customers: We go the extra mile for our customers to help them unlock their full potentialAdapt Boldly : We’re curious and innovative, we take risks and grow from our failures","Education in Bachelor's degree in Finance, Accounting, Business Administration, or a related fieldExperience in commission administration, sales operations, or a related fieldProven experience in calculating and processing sales commissions and knowledge of sales and commission structuresExperience working with commission management software or systems and ability to learn new softwareProficiency in Microsoft Excel (advanced formulas, pivot tables, etc.)Strong analytical and problem-solving skillsExcellent attention to detail and accuracyStrong communication and interpersonal skillsAbility to work independently and as part of a teamNice to haves:Experience with CaptivateIQ and SalesforceFamiliarity with CRM systems like SalesforceExperience in the Software industry"
Product Owner Customer Delivery (m/w/d),BAUHAUS,Mannheim,Feste Anstellung,"Homeoffice möglich, Teilzeit","Besser digital.Der Bereich Digital Commerce steht für ein vernetztes BAUHAUS der Zukunft durch Digitalisierung. Dabei haben wir immer unsere Kund:innen im Fokus und als Ziel, das perfekte digitale Einkaufserlebnis zu schaffen. Eine agile Arbeitsumgebung, innovative Lösungen und engagierte Mitarbeiter:innen sind der starke Motor dahinter - und der beste Beweis dafür ist der Erfolg: Mit über 270 Fachcentren in 19 Ländern sowie einem der 50 größten Online-Shops in Deutschland gehört BAUHAUS zu den erfolgreichsten Unternehmen Europas. Wir freuen uns darauf, gemeinsam besser zu werden!Für diese Stelle gibt es keine Bewerbungsfrist. Sie bleibt nur so lange ausgeschrieben, wie sie auch offen ist.","Erfolgreich abgeschlossenes Studium in BWL, (Wirtschafts-)informatik oder eines vergleichbaren Studiengangs, idealerweise mit ausgeprägter IT- sowie Logistik-AffinitätMindestens zwei Jahre einschlägige Berufserfahrung als Product Owner (m/w/d) in einem logistiknahen oder E-Commerce-UmfeldDu besitzt ausgeprägte analytische Fähigkeiten und nutzt Reportings und KPIs, um datenbasierte Entscheidungen zu treffen (bspw. Data Integration, Return Tracking etc.)Du hast einen Überblick über aktuelle Trends, Tracking-Methoden und Verfahren zur Prognose von LieferzeitenEin agiles Mindset (Scrum, Kanban, OKR) sowie sehr gute Deutsch- und Englischkenntnisse runden dein Profil"
Bauleiter (w/m/d) EPCM Industry - Bauausführung im Bereich Kraftwerks- und Prozesstechnik,Drees & Sommer SE,"Frankfurt am Main, München, Hamburg, Leipzig, Köln, Berlin",Feste Anstellung,"Homeoffice möglich, Vollzeit","Wir stehen jeden Morgen dafür auf, eine lebenswerte Zukunft für nachfolgende Generationen zu schaffen. Je nach Projekt sind wir Berater, Umsetzer – oder beides – nachhaltiger, innovativer und wirtschaftlicher Lösungen für Immobilien, Industrie, Energie und Infrastruktur. In interdisziplinären Teams unterstützen unsere 6.500 Mitarbeitenden an über 70 Standorten weltweit unsere Kunden. Wir denken visionär und realistisch. Wir arbeiten eigenständig und im Team. Mit Leidenschaft und modernsten Technologien. We unite. Join us at Dreso and let’s create a world we want to live in.","Abgeschlossenes Studium der Fachrichtung Bauingenieurwesen, Architektur, Verfahrenstechnik bzw. vergleichbares Ingenieurstudium oder Weiterbildung als Meister/Techniker (w/m/d)Mehrjährige Berufserfahrung in vergleichbarer Position für den Bau und die Montage von IndustrieanlagenSicherer Umgang mit VOB, HOAI, sowie weiteren gängigen Normen und Regelwerken der BautechnikErfahrung in den Branchen Kraftwerks- und Prozesstechnik, Pharma, Petrochemie, Life Science, und Anlagenbau wünschenswertGute Deutsch- und Englischkenntnisse in Wort und SchriftBereitschaft zu projektbedingten Baustelleneinsätzen im gesamten Bundesgebiet"
Projektleiter / Oberbauleiter (w/m/d) EPCM Industry – TGA Elektrotechnik für Industrieprojekte,Drees & Sommer SE,"Dresden, Hamburg, Leipzig, Berlin",Feste Anstellung,"Homeoffice möglich, Vollzeit","Wir stehen jeden Morgen dafür auf, eine lebenswerte Zukunft für nachfolgende Generationen zu schaffen. Je nach Projekt sind wir Berater, Umsetzer – oder beides – nachhaltiger, innovativer und wirtschaftlicher Lösungen für Immobilien, Industrie, Energie und Infrastruktur. In interdisziplinären Teams unterstützen unsere 6.500 Mitarbeitenden an über 70 Standorten weltweit unsere Kunden. Wir denken visionär und realistisch. Wir arbeiten eigenständig und im Team. Mit Leidenschaft und modernsten Technologien. We unite. Join us at Dreso and let’s create a world we want to live in.","Abgeschlossenes Studium der Fachrichtung Verfahrens-, Versorgungs-, oder Elektrotechnik oder Techniker-/ Meisterabschluss der Fachrichtung Elektrotechnik oder vergleichbarMehrjährige Erfahrung in der Abwicklung von Industrieprojekten, z.B. als Bauführer, (Ober-) Bauleiter, Projektleiter oder vergleichbar, idealerweise in den Branchen Halbleiter, Batterie, Life Science, Pharma, Chemie, Anlagenbau und/oder ProzesstechnikErfahrung in der Führung von Projektteams und Nachunternehmern sowie eine ausgeprägte unternehmerische und kommunikative Denk- und ArbeitsweiseSichere Kenntnisse und Anwendung der VOB, HOAI und den weiteren gängigen Regelwerken des deutschen BauwesensBereitschaft zu projektbedingten Reisen und regelmäßigen Baustelleneinsätzen im gesamten Bundesgebiet"
Key Account Manager (m/w/d),Aerologic GmbH,Schkeuditz,Feste Anstellung,"Homeoffice möglich, Vollzeit","AeroLogic is a modern cargo airline based at Leipzig/Halle Airport. It was founded in 2008 as a joint venture of Lufthansa Cargo and DHL Express. With a very modern fleet of 26 Boeing 777F AeroLogic mainly flies to destinations in Asia, Middle East and the USA. AeroLogic has daily connections to Hong Kong and several other destinations like Bangkok, Singapore, Shanghai and Chicago.For the Maintenance department AeroLogic is looking for a:Key Account Manager (Maintenance Contracts) (m/f/x)Start Dateas of nowPlaceLeipzig/ Halle Airport","Degree in Business, Industrial Engineering or Mechanical EngineeringSignificant experience in management of long-term contractsExperience in scoping, tender and negotiation of maintenance contractsExperience in development and management of KPI-monitoring systemsExcellent understanding of numbers, processes and commercial relationsAble to assess and understand new situations and data quicklyDemonstrated ability to achieve goals with a high degree of assertiveness and strong commercial driveExcellent communicator with ability to present complex relations transparentlyFluent in English and GermanWillingness to travel"
CRM Campaign Manager (m/w/d),EDEKA ZENTRALE Stiftung & Co. KG,Hamburg,Feste Anstellung,Vollzeit,"Das Profil des mittelständisch und genossenschaftlich geprägten EDEKA-Verbunds basiert auf dem erfolgreichen Zusammenspiel dreier Stufen: Bundesweit verleihen rund 3.200 selbstständige Kaufleute EDEKA ein Gesicht. Sie übernehmen auf Einzelhandelsebene die Rolle des Nahversorgers, der für Lebensmittelqualität und Genuss steht. Unterstützt werden sie von sieben regionalen Großhandelsbetrieben, die täglich frische Ware in die EDEKA-Märkte liefern und darüber hinaus von Vertriebs- bis zu Expansionsthemen an ihrer Seite stehen.Die Koordination der EDEKA-Strategie erfolgt in der Hamburger EDEKA-Zentrale. Sie steuert das nationale Warengeschäft ebenso wie die erfolgreiche Kampagne „Wir lieben Lebensmittel“ und gibt vielfältige Impulse zur Realisierung verbundübergreifender Ziele. Mit dem Tochterunternehmen Netto Marken-Discount setzt sie darüber hinaus erfolgreiche Akzente im Discountgeschäft. Fachhandelsformate wie trinkgut, NATURKIND oder budni, die Kooperation mit dem online-basierten Lieferdienst Picnic und das Großverbrauchergeschäft mit dem EDEKA Foodservice runden das breite Leistungsspektrum des Unternehmensverbunds ab.EDEKA erzielte 2024 mit rund 10.900 Märkten und rund 413.000 Mitarbeiter:innen einen Umsatz von 75,3 Mrd. Euro. Mit mehr als 19.200 Auszubildenden ist EDEKA einer der führenden Ausbilder in Deutschland.Du willst automatisiertes Marketing wirklich steuern – nicht nur begleiten?Du möchtest operativ mit einem der modernsten Marketing-Automation-Tools arbeiten, kennst dich mit der Nutzung von Customer Data Platforms (CDPs) aus und möchtest mit datenbasierten Kampagnen echten Mehrwert für Kund:innen schaffen? Dann verstärke unser CRM-Team in der EDEKA-Zentrale in Hamburg","Abgeschlossenes Studium oder Ausbildung im Bereich Marketing, Kommunikation, Wirtschaftsinformatik oder vergleichbar1–2 Jahre Erfahrung im operativen CRM, idealerweise in der Arbeit mit Braze oder vergleichbaren Marketing Automation Tools (z. B. Salesforce, Emarsys, HubSpot)Erfahrung im Umgang mit CDPs (z. B. Zeotap, Segment, Tealium, mParticle oder vergleichbare Plattformen)Kenntnisse in Zielgruppensegmentierung, Kampagnenlogik und datengetriebener KommunikationIdealerweise erste Kenntnisse in HTML, JSON, einfachem SQL oder anderen Scripting-Logiken zur Individualisierung von KampagnenStrukturierte Arbeitsweise, Teamfähigkeit und ein hohes Maß an Eigeninitiative"
Projektleiter / Oberbauleiter (w/m/d) EPCM Industry – TGA Elektrotechnik für Industrieprojekte,Drees & Sommer SE,"Stuttgart, München",Feste Anstellung,"Homeoffice möglich, Vollzeit","Wir stehen jeden Morgen dafür auf, eine lebenswerte Zukunft für nachfolgende Generationen zu schaffen. Je nach Projekt sind wir Berater, Umsetzer – oder beides – nachhaltiger, innovativer und wirtschaftlicher Lösungen für Immobilien, Industrie, Energie und Infrastruktur. In interdisziplinären Teams unterstützen unsere 6.500 Mitarbeitenden an über 70 Standorten weltweit unsere Kunden. Wir denken visionär und realistisch. Wir arbeiten eigenständig und im Team. Mit Leidenschaft und modernsten Technologien. We unite. Join us at Dreso and let’s create a world we want to live in.","Abgeschlossenes Studium der Fachrichtung Verfahrens-, Versorgungs-, oder Elektrotechnik oder Techniker-/ Meisterabschluss der Fachrichtung Elektrotechnik oder vergleichbarMehrjährige Erfahrung in der Abwicklung von Industrieprojekten, z.B. als Bauführer, (Ober-) Bauleiter, Projektleiter oder vergleichbar, idealerweise in den Branchen Halbleiter, Batterie, Life Science, Pharma, Chemie, Anlagenbau und/oder ProzesstechnikErfahrung in der Führung von Projektteams und Nachunternehmern sowie eine ausgeprägte unternehmerische und kommunikative Denk- und ArbeitsweiseSichere Kenntnisse und Anwendung der VOB, HOAI und den weiteren gängigen Regelwerken des deutschen BauwesensBereitschaft zu projektbedingten Reisen und regelmäßigen Baustelleneinsätzen im gesamten Bundesgebiet"
Abteilungsleitung Sterilabfüllung m/w/d,Rommelag CDMO,Untergröningen,Feste Anstellung,"Homeoffice möglich, Vollzeit","Du möchtest aktiv dazu beitragen, dass Menschen weltweit Zugang zu sicheren Arzneimitteln haben?Du möchtest Teil derRommelag Gruppemit über 2.000 Mitarbeitenden weltweit werden – dem One-Stop-Partner für die aseptische Abfüllung flüssiger Pharmazeutika?Du möchtest gemeinsam mit über 750 Kolleginnen und Kollegen derRommelag CDMOin Sulzbach-Laufen oder Untergröningen hochwertige Arzneimittel für die Pharmaindustrie produzieren?Teamgeist, Offenheit und Innovationsfreude sind dir wichtig? Dann passt du perfekt zu uns!Bewirb dich jetzt – in unter 10 Minuten!","Studium:Du hast ein Studium in Verfahrenstechnik, Pharmatechnik, Maschinenbau, Life Science, Biotechnologie, Produktion, Chemie oder einem ähnlichen Bereich abgeschlossen.erste Führungserfahrung:Du hast bereits ein Team geführt, das wäre ein Pluspunkt.Soft Skills:Du besitzt eine hohe Sozialkompetenz um ein Produktionsteam fachlich und disziplinarisch bestens zu führen.GMP-Erfahrung:Berufserfahrung in einem GMP-Umfeld ist von Vorteil.Kommunikationsfähigkeit:Du kannst dich sehr gut in Wort und Schrift ausdrücken.Arbeitsweise:Du arbeitest strukturiert, analytisch und selbstständig."
Finance Controller,Air Charter Service GmbH,Frankfurt am Main,Feste Anstellung,Vollzeit,"Are you a recently qualified accountant looking for a new role within accounts who has what it takes to thrive in a growing global organisation? If the answer is yes, then read on…Air Charter Service are the number one charter broker and we currently have an exciting new opportunity for a detail orientated and driven Financial Controller to join the team in Frankfurt to oversee ACS Germany and Time Critical Services offices.",Completed or in later stages of professional accountancy qualificationPrevious experience of financial management at company levelExperience in German tax compliance - desiredStrong excel skills and ability to deal with data proficiently and accuratelyStrong balance sheet focusEnglish as a second language
Senior Computational Design Developer (m/f/d),STRABAG AG,"Stuttgart, Wien",Feste Anstellung,"Homeoffice möglich, Vollzeit","At STRABAG around 86,000 people working on progress at more than 2,400 locations worldwide. Uniqueness and individual strengths characterise both our projects and each of us as individuals. Whether its building construction, civil engineering, road construction, underground engineering, bridge building, tunnelling, construction material production, project development or building management – we are always one step ahead so that we can become the most innovative and sustainable construction technology company in Europe. Diversity, inclusion and equal opportunities are integral to this, who we are as a company and how we work.Our STRABAG Innovation & Digitalisation entity acts as an enabler for digitalisation and development projects – driving more than 400 different innovation and digitisation projects across the Group, at both a national and international level.Together we work as partners to complete projects successfully and grow with new challenges. Together we achieve great things. Let’s progress!","Technical Expertise: Strong background in computational design, geometric modeling, and algorithmic thinking. Experience with Rhinoceros software and the RhinoCommon API is preferred.Research & Innovation: An understanding of generative AI methods (e.g., improving software usability through natural language inputs and Variational Autoencoders) and optimization strategies (e.g., genetic algorithms, multi-objective optimization). Ability to stay updated with cutting-edge advancements in computational design and automation.Construction & Design Knowledge: A successfully completed degree in Architecture, Civil Engineering, or Natural Sciences with a solid understanding of construction workflows, from design and planning to execution.Agile Development & Collaboration: Experience working in an agile development environment, actively engaging with product owners, stakeholders, and users throughout the requirements and development phases. Strong problem-solving skills, with the ability to develop effective solutions within a team."
"Intern (m/f/d) in Private Markets Team, Global Investment Strategy at AIM SE",Allianz Investment Management SE,München,Praktikum,"Homeoffice möglich, Vollzeit","Allianz is the home for those who dare – a supportive place where you can take the initiative to grow and to actively strengthen our global leadership position. By truly caring about people – both its 85 million private and corporate customers and more than 142,000 employees – Allianz fosters a culture where its employees are empowered to collaborate, perform, embrace trends and challenge the industry. Our main ambition is to be our customers’ trusted partner, instilling them with the confidence to grow. If you dare, join us at Allianz Group.Allianz is an equal opportunity employer. Everybody is welcome, regardless of other characteristics such as gender, age, origin, nationality, race or ethnicity, religion, disability, or sexual orientation.Allianz Investment Management (AIM) is the investment management arm of the Allianz Group, responsible for managing the risk/return profile of its EUR 650 bn investment portfolio. Our global network of more than 500 employees in over 60 countries is organized in regional hubs located in Munich, Milan, Minneapolis, Paris, and Singapore. It offers multifaceted career opportunities for outstanding investment talents. AIM provides the perfect opportunity to embark on or continue your international career.","Bachelor’s or master’s student in Finance, Economics, Engineering, Business or a quantitative discipline, with a strong academic record.Previous internship or project work in investment management or related financial sector is a plus.Strong interest in financial markets (esp. private markets) and macroeconomics.Familiarity with portfolio-construction and asset-allocation concepts.Advanced Excel / PowerPoint skills, experience with LSEG Workspace/Datastream, Bloomberg Terminal, Python, EViews is a plus.Excellent written and spoken English (additional languages are a plus).Strong analytical skills, meticulous attention to detail, and the ability to turn large data sets into clear insights.High level of professionalism, proactiveness and collaborative spirit."
Kaufmännische Sachbearbeitung Vertriebsinnendienst & Auftragsabwicklung (m/w/d),MANN+HUMMEL GmbH,Maintal,Feste Anstellung,Vollzeit,"Als weltweit führender Experte für Filtration entwickeltMANN+HUMMELLösungen für Automobile, industrielle Anwendungen, saubere Luft in Innenräumen und die nachhaltige Nutzung von Wasser. Mit Teamgeist und einer offenen Kommunikationskultur arbeiten wir unentwegt an unserer Vision 'Leadership in Filtration'.Für unser dynamisches Team des Segments Operating Theatre & Aftermarket, welches in 63477 Maintal bei Frankfurt am Main ansässig ist, suchen wir einen Kaufmännischen Sachbearbeiter Vertriebsinnendienst & Auftragsabwicklung (m/w/d) in Vollzeit (40 Wochenstunden).","Ihr Profil:Ausbildung: Abgeschlossene kaufmännischen Berufsausbildung (z.B. Industriekaufmann/-frau, Bürokaufmann/-frau oder vergleichbar)Berufserfahrung: Mehrjährige Erfahrung im Vertriebsinnendienst oder in der kaufmännischen SachbearbeitungFachkompetenz:Sehr gute MS-Office-Kenntnisse, insbesondere Excel und WordErfahrung im Umgang mit ERP-Systemen, idealerweise SAP S4/HANASprachkenntnisse: Sehr gute Deutschkenntnisse in Wort und Schrift, Englischkenntnisse von VorteilPersönlichkeit:Strukturierte und zuverlässige Arbeitsweise mit einem hohen QualitätsanspruchEin Teammensch mit klarer Kommunikation, der sich genauso gern einbringt wie dazulerntEine Vorliebe für Eigenverantwortung und klare Abläufe - ohne den Blick für pragmatische Lösungen zu verlieren"
IT Application Specialist (m/w/d),ORGENTEC Diagnostika GmbH,Mainz-Hechtsheim,Feste Anstellung,Vollzeit,"ORGENTEC Diagnostika GmbH is the global market leader in the development and production of test systems for the diagnosis of infectious and autoimmune diseases. As part of the Sebia Group, headquartered in Lisses/France, ORGENTEC supplies medical laboratories in over 100 countries with highly specialised and innovative devices and test kits. Our company is characterised by steady and sustainable growth in an internationally oriented, future-oriented business field.To strengthen our team at the Mainz site, we are looking for aIT Application Specialist (m/w/d)","Engineer or university equivalent (bachelor’s degree) in computer science, information technology or equivalentExcellent knowledge on IT business landscape, especially in the field of ERP / CRM (Sage, MS Dynamics, S/4Hana)Good experience in Database, SQL queries, business intelligence tools such as Power BI, Power Automate, power AppAbility to gain understanding of business processes and unmet needs, while also managing expectations and scopeExperience managing external suppliers and IT vendorsKnowledge of the life sciences industry preferablyDemonstrated business acumen and relevant experience of business, customers and/or functional areaFluent English"
Senior Consulting Engineer - Adobe Print,Adobe Systems Europe Limited,"Remote, Berkshire, United Kingdom Remote, Germany, Remote France, France",Feste Anstellung,Vollzeit,"Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!From the moment you wake up in the morning until you go to bed at night consider the media you consume, the adverts you see, the apps you use, the websites you browse and almost all of the shopping you do online throughout the day. Chances are that every single one of those interactions, every single one of those experiences, was touched by an Adobe product.Enhancing communication through rich graphical media has been at the heart of Adobe since its founding. Adobe's PostScript language democratized digital printing by enabling desktop publishing, and today Adobe's PDF technology continues to transform how people communicate and collaborate. The leading vendors of enterprise and production printing devices and print workflow software use Adobe technology in their products.","A Bachelors degree in computer science or related field with significant practical / commercial experience.Proven experience developing complex applications in C++Expertise in colour management.Experience in any of the following areas a plus: image processing, performance analysis, 2-D raster graphics, interpreted languagesExperience with print publishing and PDF or other page descriptions languages a huge plus.Strong organizational and time management skills.Proficiency in English (both verbal and written) is a must. European languages a bonus."
