title,company,location,job_type,employment_type,description,requirements
QA Lead - Mobile Games (all genders),JustPlay GmbH,Grünwald,Feste Anstellung,Vollzeit,"We are a casual mobile game publisher (Gimica) and leading loyalty platform operator (JustPlay). Our purpose is to enable free-to-play mobile game players to get rewarded for their hobby through our JustPlay loyalty rewards app. Powered by our subsidiary Gimica – one of the largest casual game publishers – our games reach millions of players, with our solitaire game ranking among the most downloaded card games in the U.S.Come join the company that’s transforming the world of mobile gaming by making playtime truly rewarding. At JustPlay, we’re on a mission to build a fairer, more sustainable Play-to-Earn ecosystem—one where players are rewarded for their time, and engagement drives continuous growth.Since launching in 2020, we’ve grown into one of the world’s leading loyalty gaming platforms, with over 25 million downloads and 500,000+ daily active users. Bootstrapped and headquartered in Berlin, our global team spans 20+ countries and is united by a belief in fun, fairness, and meaningful impact.We’re leading a massive shift in the gaming industry—but it’s still early enough for you to make your mark. At JustPlay, you’ll have the freedom to shape bold ideas, drive real impact, and be part of a company that’s not just growing fast—but growing right.","You have a minimum of 5 years of experience in mobile game QA, ideally with a background in leading a team, managing processes, and driving improvementsYou are proficient with test automation tools and frameworks, and the ability to implement automation strategies (experience with tools like AltUnity Tester, Unity Automated Testing Tools, or equivalent)You are experienced in project management and collaboration tools, such as Jira, Asana or NotionYou have experience with Android and iOS debugging tools, and are familiar with network traffic analysis tools like CharlesYou are skilled at defining and leading QA processes in fast-paced, development-heavy environmentsYou have expertise in performance testing and optimization for mobile platformsYou bring a user-centric approach to quality assurance, with strong attention to detail and a commitment to delivering excellent player experiencesBonus: Experience with backend integration and communication, familiarity with related technologies and considerations would be a valuable plus."
AI Client Executive,ML6,"Berlin, Germany",Feste Anstellung,Vollzeit,"Love taking ownership to further accelerate businesses with AI? ðŸš€At ML6, we design tailor-made AI solutions for our clients across industries such as ASML, Randstad, VRT, GfK, and many more.As weâ€re growing fast and we continue to make more impact, weâ€re hiring AI Client Executives.","A Masterâ€s degree in a business or other related domain5+ years of experience in consulting and complex solutions salesProven track record in account development, planning, retention, relationship building and acquiring new large enterprise accountsUnderstand each customer's technology footprint, strategic growth plan and business drivers, technology strategy, and competitive landscapeExperienced with proposal building, contracting and negotiationPassionate & with understanding of technology, data and AILove to create real value for your clients and have a consultative selling approachExcellent verbal and written communication skills in English and Dutch (German for Germany) and comfortable speaking to C-level executivesAnalytical and have great problem solving skillsLove taking ownership to further accelerate businesses with AI"
MTL / MTA / MTLA / BTA (m/w/d),synlab,Leinfelden-Echterdingen,Feste Anstellung,"Teilzeit, Vollzeit","Die SYNLAB Gruppe ist der führende Anbieter von Labordienstleistungen in Europa. Das Unternehmen bietet die gesamte Bandbreite innovativer und zuverlässiger medizinischer Diagnostik für Patient*innen, niedergelassene Ärzt*innen, medizinische Versorgungszentren und Krankenhäuser an. SYNLAB ist dabei in über 20 Ländern auf vier Kontinenten aktiv und nimmt in den meisten Märkten eine führende Position ein. Zum Erfolg der Unternehmensgruppe tragen täglich über 24.000 Mitarbeitende bei.Unser MVZ Leinfelden-Echterdingen ist der zentrale SYNLAB-Eingangsort für alle internationalen Proben. Als Kompetenzzentrum für Blutgruppendiagnostik, gynäkologische Endokrinologie, pränatale Diagnostik und spezielle Klinische Chemie, inklusive therapeutisches Drugmonitoring, bieten wir hier innerhalb des SYNLAB Verbundes ein großes Spektrum an Analysen für die Versorgung niedergelassener Ärzt*innen und Krankenhäuser aus dem Raum Stuttgart sowie deutschlandweiter SYNLAB-Standorte. Abgerundet wird unser Angebot durch komplementärmedizinische Labordiagnostik und gynäkologische Zytodiagnostik.","Als Teamplayer bringen Sie sich durch Ihre selbständige und serviceorientierte Arbeitsweise erfolgreich in unseren Laborablauf ein. Darüber hinaus zeichnen Sie sich durch folgende Erfahrungen und Fähigkeiten aus:Sie haben eine erfolgreich abgeschlossene, anerkannte Berufsausbildung als MT-L oder MTLA (m/w/d), Studium oder abgeschlossenes Studium der Biologie / Mikrobiologie / Bioanalytischen Chemie / Life Science oder eine vergleichbare QualifikationErste Berufserfahrung sind von Vorteil, jedoch sind auch Berufseinsteiger bei uns herzlich willkommen!Idealerweise verfügen Sie über gute Kenntnisse in der klinischen Chemie, Hämatologie und Immunhämatologie.Sie sind bereit, auch im Tageslabor zu arbeiten und Wochenend- sowie Feiertagsdienste zu übernehmen.Ein ausgeprägtes Verantwortungsbewusstsein, hohe Flexibilität sowie eine selbstständige und sorgfältige Arbeitsweise zeichnen Sie aus.Sie bringen ein technisches Grundverständnis sowie EDV-Kenntnisse mit."
Job offer: Senior Consultant SAP BI wanted • cobicon,cobicon GmbH,"Hans-Bunte-Straße 8-10, 69123 Heidelberg, Germany",Feste Anstellung,Vollzeit,"Do you conjure up infor­mation from data in thetwinkling of an eyewith every­thing SAP BI has to offer? You know BWby heartand HANA is no longernew territoryfor you?Seasoned consul­tants are always welcome at our company. At cobicon you have the oppor­tunity to be more than just a personnel number and take on a central role. We have more than enough tasks and the possi­bi­lities for development are not limited by thousands of processes (Disclaimer: If your development consists of defining processes, we cannot promise development).You can expect a capable and motivated team in a family environment that wants to create something lasting in the coming years. If you want to be part of the cobicon success story, then get in touch with us!",Several years of profes­sional experience in the SAP BI environmentWillingness to travelAnaly­tical thinkingConsultant perso­nalityWillingness to learnMotivationSuits you?!FromJunior ConsultanttoSenior Developer.
Operations Coordinator - Cologne,BTS Elektrotechnik GmbH,Köln,Feste Anstellung,Vollzeit,"BTS is a global professional services firm headquartered in Stockholm, Sweden, with some 1200 professionals in 34 offices located on six continents. We focus on the people side of strategy working with leaders at all levels to help them make better decisions, convert those decisions to actions and deliver results.At BTS we develop customised business simulations and other learning solutions and then we facilitate learning journeys directly with our clients in a setting that incorporates humour, fun and competition.","Is this for you?:If you*Have a strongcustomer service ethic.*Enjoyproblem solvingand working out where to find the answers you need.*Areresilientandadaptable, open to navigating change and ambiguity.*Canwork at paceand are able to manage your workload and balance shifting priorities.*Bringprofessional maturity, areconfident, curious and proactive, ready to ask questions and always keeping an eye on what comes next.*Demonstratestrong communication skillsand an ability tobuild relationshipsat all levels.*Feel confident accuratelymaintaining dataand usingmultiple digital platforms.ANDcan have fun with colleagues and clients as you go, then you might just be who were looking.Language Requirements:Fluency in both English and German is essential, with excellent written and spoken communication skills (minimum B2, ideally C1/C2 level in both languages"
Full-Stack Web Developer,Bowbridge Software GmbH,München,Feste Anstellung,Vollzeit,"For leading enterprises worldwide, SAP applications are the Crown Jewels of their IT infrastructure. For almost 20 years, these enterprises have been our customers who have trusted bowbridge with protecting these mission-critical applications from malware uploads and content-based threats. Our expertise and track record have made us the leader and de-facto standard in our field.We're looking for a self-motivatedFull-Stack Web Developer(m/f/d)to support our rapid growth and customer adoption of new products and solutions.","As a Full Stack Developer, you should be comfortable around both front-end and back-end coding languages, development frameworks, and third-party libraries. You should also be a team player with a knack for visual design and utility.Proven experience as a Full Stack Developer or similar roleExperience developing mobile applicationsFamiliarity with common stacksKnowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, React.JS, Angular, etc.)Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Nest.JS, Node.JS, TypeScript, React, etc.)Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. NGINX, Apache), and UI/UX designExcellent communication and teamwork skillsGreat attention to detailOrganizational skillsAn analytical mind"
(Senior) Scientific Consultant (m/f/d),analyze & realize GmbH,"Berlin, Germany",Feste Anstellung,"Homeoffice möglich, Vollzeit","Working at a&ranalyze & realize GmbH (a&r) is a leading consultancy company and a Contract Research Organization located in Berlin, Germany, with a specific focus on natural health products. We provide highly specialized services to marketeers of pharmaceuticals, supplements, medical devices and cosmetics and ingredients.Our key offerings in the Consumer Healthcare market are: providing strategic innovation consulting covering all aspects of regulatory requirements, science and product development as well as conducting clinical studies (nationally and internationally) for the respective products.Currently we are looking for a (Senior) Consultant for our Consulting & Strategic Innovation Team – preferred full-time.","University degree in science, medicine, business administration or related areas3-5 years professional experience in regulatory affairs in the consumer healthcare space for ingredients and productsGood understanding of innovation drivers for natural healthcare productsCommitment, flexibility, initiative, ability to work under pressure and in a teamIndependent, problem-solving, and proactive team-oriented working styleVery good command of written and spoken English"
Job opportunity Employee Production Controll at Contact GmbH,Contact GmbH,"Stuttgart, Germany",Feste Anstellung,"Homeoffice möglich, Vollzeit","LAPPLAPP is a family-owned company headquartered in Stuttgart and a global leader in cable and connection technology. Founded in 1959, we are still fully family-owned today. With around 5,700 employees, we are operating in over 80 countries – globally connected and regionally rooted. Working at LAPP means more: this is where inventive spirit and a hands-on mentality meet cherished values and tradition. We offer all employees the freedom to develop and pursue new opportunities. Flexibility and personal responsibility are just as important to us as a family-friendly work environment. We value all our colleagues with their talents, ideas and perspectives. After all, every personal contribution counts when it comes to meeting the needs of our customers from various industries together. Together we keep the industry alive: alive by LAPP – alive by YOU!","Completed technical or commercial training3 - 5 years of relevant professional experienceSound product and process knowledgeConfident handling of SAP and MS OfficeStrong ability to analyze requirementsKnowledge of change managementStrong communication and networking skillsExperience with the Lapp Operation System or Lean ManagementHigh ability to manage and competence in knowledge transferReliability, diligence and a high degree of personal responsibilityExcellent time and self-management skillsGood reasons for LAPP"
New Ventures & Strategy Manager - (m / f / d),Omio Travel GmbH,"Berlin, Germany",Feste Anstellung,Vollzeit,"Summary Generated by Built InCompany DescriptionOmio’s vision is to enable people to travel seamlessly anywhere, anyway. We are bringing all global transport into a single distribution system and creating end-to-end magical consumer journeys.With Omio you can compare and book trains, buses, ferries and flights anywhere in Europe, the US, and Canada with one simple search, on mobile, app or desktop. By offering transparent pricing and easy booking, Omio makes travel planning simple, flexible and personal.Omio is the largest source of inventory, with 1000+ suppliers operating in 39 countries. Our brands also include Rome2Rio for global discovery, while Omio powers ticketing and journeys, which attract 900m+ users every year. Our offices are based in Berlin, Prague, Melbourne, Brazil, Bangalore, and London.We are a growing team of more than 400 passionate employees from more than 50 countries who share the same vision: to create a single tool to help send travellers almost anywhere in the world.Job DescriptionOmio is seeking a strategically-minded and analytically sharp New Ventures & Strategy Manager to lead high-impact initiatives that unlock growth and enhance operational excellence. This is a high-visibility role for someone who combines the structured thinking of management consulting or investment banking with a passion for building and scaling within a fast-moving tech environment.","5+ years of experience in management consulting (e.g., McKinsey, BCG, Bain), investment banking, or strategy roles in tech, marketplaces, or SaaS.Proven track record of owning and delivering cross-functional strategic initiatives in dynamic, fast-paced environments.Strong analytical skills, with fluency in Excel and BI tools (e.g., SQL, Looker, Tableau) to extract insights and drive decisions.High EQ and excellent communication skills—able to influence stakeholders at all levels and translate complex ideas into compelling narratives.Self-starter with a strong sense of ownership, adaptability, and a bias for action."
QA Services & Support Manager,DFE Pharma GmbH & Co. KG,Goch,Feste Anstellung,"Homeoffice möglich, Vollzeit",Did you know that you already know us? Almost every second tablet on the global market contains our products. DFE Pharma has a strong and leading position in excipients and is recognized for its high quality products and services. We work with practically all big pharmaceutical companies worldwide.As this demands great entrepreneurial power we are always looking for people who take ownership and are not afraid of accountability.Now is your chance to join! Are you a pro-active manager to bring our Quality service to the next level for our customers?,"A M.Sc. in Pharmacy, Chemistry, Food Technology or equivalent, with at least 5 years working experience in the Pharmaceutical industryPeople ManagerAble to influence internal and external stakeholders on quality related topicsOutstanding verbal and written communication in English (German or Dutch are nice to have but not mandatory)Experience in Excipients, Lactose, Nutraceuticals, Biopharma is a pré"
Senior R&D Documentation Specialist - optiSLang (m/f/d) - REMOTE,ANSYS Germany GmbH,Weimar,Feste Anstellung,"Homeoffice möglich, Vollzeit","Ansys is now a part of Synopsys. Synopsys, Inc. (Nasdaq: SNPS) accelerates technology innovation from silicon to systems. Catalyzing the era of pervasive intelligence, we deliver design solutions, from electronic design automation to silicon IP, to system design and multiphysics simulation and analysis. We partner closely with our customers across a wide range of industries to maximize their R&D capability and productivity, powering innovation today that ignites the ingenuity of tomorrow. Learn more atwww.synopsys.com.","Minimum Education/Certification Requirements and ExperienceBS in Technical Writing, Technical Communication, Computer Science, English/Linguistics, Journalism, or Engineering with 5 years' experience or MS with 3 years' experienceFluency in English, along with excellent written and spoken communication skillsSkilled at gathering and analyzing technical and product information from various sources, paying close attention to detailProven experience developing user-centric documentation ensuring a high level of quality, consistency, and accuracyAdept at managing multiple tasks and priorities simultaneously in a fast-paced, deadline-driven, geographically diverse environmentThis position does not qualify for immigration sponsorshipPreferred Qualifications and SkillsFamiliarity with Ansys products, in particular optiSLang, but also proven engineering experience in numerical simulation using Ansys and non-Ansys tools.Experienced with the concepts of documentation authoring, common project management software, version control, and structured documentation, as well as build tools, oXygen, DITA, XML, Git, Camtasia, user-centered design processes, and agile development methodologiesExtensive knowledge on learn pathes of customers, on different personas consuming documentation material, how optiSLang is used at new, low-level and advanced customers, general experience with developer APIs such as Python or REST, extensive practical knowledge of Optimization algorithms (DOE, Metamodelling, Sensitivity, Robustness, Reliability, Optimization, RDO, RBDO) and process integration and democratization.Proven experience determining the best method in which to present information and then creating the appropriate output(s), such as topic-based help, videos, tutorials, graphics, and interactive learning systems"
Software Architect (all genders) Platform Services,TeamViewer Germany GmbH,Stuttgart,Feste Anstellung,"Homeoffice möglich, Vollzeit","Join TeamViewer, the leader in remote connectivity software. We harness the potential of cutting-edge technologies such as Augmented Reality and Artificial Intelligence to push the boundaries of innovation and shape the future of digitalization.Our team of more than 1,500 employees spans different continents, cultures and disciplines. With our inclusive values, we celebrate the unique perspectives and talents each individual brings to the table and foster a dynamic work environment where new ideas thrive.Become part of our winning team and help us create a world that works better.","University or college degree in Computer Science, Business Informatics, Software Engineering, or any related subject7+ years of professional experience in the field of object-oriented software development using C++ or .NET (C# in particular) combined with extensive knowledge around SQL and NoSQL databases such as MS SQL, Cassandra or ScyllaProficient knowledge and experience in the following areas: architectural and coding design patterns; distributed, high-available and scalable systems; service-oriented architecture (i.e. microservices) and containerization (e.g. Kubernetes)Familiarity with cloud management platforms and infrastructure automation tools are a plusExperience in deploying and managing applications in Azure, AWS or Google Cloud are a plusStructured and analytical way of thinking and working, being a team player, as well as motivated to learn new thingsExcellent problem-solving skills and the ability to tackle technical challenges creatively and efficientlyStrong collaboration and communication skills to clearly convey technical solutionsFluency in English is mandatory, further languages such as German are a plus"
Prompt End Engineer (m/f/d),Nanotron Technologies GmbH,Eschborn,Feste Anstellung,"Homeoffice möglich, Vollzeit","Job Summary:The Prompt End Engineer will be part of the AI & Innovation team and will play a critical role in shaping the development and deployment of prompt-based interactions using large language models (LLMs). This is a full-time, hybrid role (remote and/or in-office in Frankfurt/Eschborn), ideal for someone who thrives in cross-functional environments and enjoys building real, production-grade AI capabilities.We are looking for a motivated and technically skilled team member who is excited about prompt engineering, automation, and AI implementation at scale. This position offers a unique opportunity to directly influence how users interact with advanced language models and to contribute to cutting-edge product development across multiple domains.TasksDuties/Responsibilities:Design, implement, and maintain stable, scalable prompts for production use across chatbots, virtual agents, and RAG (Retrieval-Augmented Generation) systemsCollaborate with engineering, DevOps, and product teams to embed prompt strategies into live applications and backend pipelinesAutomate prompt testing, monitoring, and deployment workflows using Python and tools such as LangChain or similar frameworksAnalyze and refine prompt outputs to improve performance, reliability, and reduce hallucinations or irrelevant responsesSupport the development of internal prompt management systems and prompt librariesStay up to date with LLM developments and help translate innovations into usable, scalable product","RequirementsPreferred Skills/Abilities:Degree in Computer Science, Artificial Intelligence, Computational Linguistics, or a related fieldHands-on experience working with large language models (e.g. OpenAI, Anthropic, HuggingFace)Proficiency in Python, including using it for scripting, automation, or API integrationsStrong understanding of prompt design, token/context management, and few-/zero-shot prompting methodsExcellent communication skills in both English and GermanAbility to work in an agile team environment and contribute across functionsFamiliarity with RAG, vector search, embeddings, or prompt evaluation techniquesExperience with CI/CD pipelines for prompt systems or automated prompt testingKnowledge of tools like Git, Notion, Slack, or internal LLM sandboxesMust be fluent in: English and german"
Trainer Passagierabfertigung / Flugzeugabfertigung,gaetan-data GmbH,Berlin,Freie Mitarbeit/Projektmitarbeit,Teilzeit,"An zehn Standorten in Deutschland arbeiten unsere Trainer/innen schwerpunkmäßig für den Berufseinstieg an den Flughäfen.Für unsere Trainingscenter in Berlin, Frankfurt und Leipzig suchen wir engagierteTrainer/innen für die Passagier- oder Flugzeugabfertigung (m/w/d)in freier Mitarbeit oder in Teilzeit, gerne auch Rentner/innenUnsere Teilnehmenden profitieren von Ihren Berufserfahrungen. Sie unterweisen und unterstützen zukünftige Mitarbeiter/innen aus der Praxis für die Praxis und geben Ihre Begeisterung für die Luftfahrt weiter.","Möglichst eine einschlägige Berufsausbildung oder aber mindesten 3 Jahre Berufserfahrung bzw. entsprechende Permits in einem der folgenden Bereiche:Erfahrungen als Ramp Agent und in der Flugzeugabfertigung oderErfahrungen im Check-in und in der PassagierabfertigungSie haben Freude und Spaß daran, Ihren Erfahrungsschatz und Ihre Expertise praxisorientiert weiterzugeben und verfügen über didaktisches GeschickSie können Arbeitsuchende für Ihr Fachgebiet begeisternSie verfügen über Kenntnisse im Umgang mit Microsoft Office ProduktenAls Persönlichkeit zeichnen Sie sich durch Ihr sicheres Auftreten, durch Ihre selbstständige und eigenverantwortliche Arbeitsweise sowie durch Ihre sehr gute Kommunikationsfähigkeit aus.Idealerweise bringen Sie erste Erfahrungen in der Erwachsenenbildung mit."
Trainer Passagierabfertigung / Flugzeugabfertigung,gaetan-data GmbH,Frankfurt,Freie Mitarbeit/Projektmitarbeit,Teilzeit,"An zehn Standorten in Deutschland arbeiten unsere Trainer/innen schwerpunkmäßig für den Berufseinstieg an den Flughäfen.Für unsere Trainingscenter in Berlin, Frankfurt und Leipzig suchen wir engagierteTrainer/innen für die Passagier- oder Flugzeugabfertigung (m/w/d)in freier Mitarbeit oder in Teilzeit, gerne auch Rentner/innenUnsere Teilnehmenden profitieren von Ihren Berufserfahrungen. Sie unterweisen und unterstützen zukünftige Mitarbeiter/innen aus der Praxis für die Praxis und geben Ihre Begeisterung für die Luftfahrt weiter.","Möglichst eine einschlägige Berufsausbildung oder aber mindesten 3 Jahre Berufserfahrung bzw. entsprechende Permits in einem der folgenden Bereiche:Erfahrungen als Ramp Agent und in der Flugzeugabfertigung oderErfahrungen im Check-in und in der PassagierabfertigungSie haben Freude und Spaß daran, Ihren Erfahrungsschatz und Ihre Expertise praxisorientiert weiterzugeben und verfügen über didaktisches GeschickSie können Arbeitsuchende für Ihr Fachgebiet begeisternSie verfügen über Kenntnisse im Umgang mit Microsoft Office ProduktenAls Persönlichkeit zeichnen Sie sich durch Ihr sicheres Auftreten, durch Ihre selbstständige und eigenverantwortliche Arbeitsweise sowie durch Ihre sehr gute Kommunikationsfähigkeit aus.Idealerweise bringen Sie erste Erfahrungen in der Erwachsenenbildung mit."
Performance Marketing Manager,Cozero GmbH,Berlin,Feste Anstellung,"Homeoffice möglich, Vollzeit","About us - Join our mission to fight climate changeIf you're excited about building an economy where every company creates an impact for a sustainable world and empowering companies to decarbonize and boost their business performance, we’d love to hear from you!Why Cozero?We have recently secured €6.5 million in Series A funding, led by Kvanted and ENV, with contributions from NewAlpha Asset Management and several business angels. Our Climate ERP solution is trusted by leaders like Maersk, Nippon Express Europe (NX Group), and DMG MORI, streamlining corporate emission management and reduction. This funding allows us to expand and enhance our platform, integrating sustainability into business operations.","Important requirement: You need to be based in Berlin and willing to work from our office twice a week.We think you’ll thrive in this role if:2–4 years experience in performance marketing or growth marketing, ideally in a Series A B2B SaaS environment.Demonstrated success running and optimizing paid campaigns (SEA, social, PPC).Strong knowledge of HubSpot, and how to structure campaigns, workflows, and tracking.Solid grasp of SEO/SEA best practices and how they support MQL generation.Experience managing KPIs like CPL, CTR, CVR, MQL volume and ROAS.Strong communication and collaboration skills to work across Sales, Design, and Product.Bonus points if you have:Experience running campaigns in new markets or for niche B2B audiences.Familiarity with Webflow or another CMS.Experience with Google Tag Manager and analytics setup."
Trainer Passagierabfertigung / Flugzeugabfertigung,gaetan-data GmbH,Berlin,Freie Mitarbeit/Projektmitarbeit,Teilzeit,"An zehn Standorten in Deutschland arbeiten unsere Trainer/innen schwerpunkmäßig für den Berufseinstieg an den Flughäfen.Für unsere Trainingscenter in Berlin, Frankfurt und Leipzig suchen wir engagierteTrainer/innen für die Passagier- oder Flugzeugabfertigung (m/w/d)in freier Mitarbeit oder in Teilzeit, gerne auch Rentner/innenUnsere Teilnehmenden profitieren von Ihren Berufserfahrungen. Sie unterweisen und unterstützen zukünftige Mitarbeiter/innen aus der Praxis für die Praxis und geben Ihre Begeisterung für die Luftfahrt weiter.","Möglichst eine einschlägige Berufsausbildung oder aber mindesten 3 Jahre Berufserfahrung bzw. entsprechende Permits in einem der folgenden Bereiche:Erfahrungen als Ramp Agent und in der Flugzeugabfertigung oderErfahrungen im Check-in und in der PassagierabfertigungSie haben Freude und Spaß daran, Ihren Erfahrungsschatz und Ihre Expertise praxisorientiert weiterzugeben und verfügen über didaktisches GeschickSie können Arbeitsuchende für Ihr Fachgebiet begeisternSie verfügen über Kenntnisse im Umgang mit Microsoft Office ProduktenAls Persönlichkeit zeichnen Sie sich durch Ihr sicheres Auftreten, durch Ihre selbstständige und eigenverantwortliche Arbeitsweise sowie durch Ihre sehr gute Kommunikationsfähigkeit aus.Idealerweise bringen Sie erste Erfahrungen in der Erwachsenenbildung mit."
Trainer Passagierabfertigung / Flugzeugabfertigung,gaetan-data GmbH,Frankfurt,Freie Mitarbeit/Projektmitarbeit,Teilzeit,"An zehn Standorten in Deutschland arbeiten unsere Trainer/innen schwerpunkmäßig für den Berufseinstieg an den Flughäfen.Für unsere Trainingscenter in Berlin, Frankfurt und Leipzig suchen wir engagierteTrainer/innen für die Passagier- oder Flugzeugabfertigung (m/w/d)in freier Mitarbeit oder in Teilzeit, gerne auch Rentner/innenUnsere Teilnehmenden profitieren von Ihren Berufserfahrungen. Sie unterweisen und unterstützen zukünftige Mitarbeiter/innen aus der Praxis für die Praxis und geben Ihre Begeisterung für die Luftfahrt weiter.","Möglichst eine einschlägige Berufsausbildung oder aber mindesten 3 Jahre Berufserfahrung bzw. entsprechende Permits in einem der folgenden Bereiche:Erfahrungen als Ramp Agent und in der Flugzeugabfertigung oderErfahrungen im Check-in und in der PassagierabfertigungSie haben Freude und Spaß daran, Ihren Erfahrungsschatz und Ihre Expertise praxisorientiert weiterzugeben und verfügen über didaktisches GeschickSie können Arbeitsuchende für Ihr Fachgebiet begeisternSie verfügen über Kenntnisse im Umgang mit Microsoft Office ProduktenAls Persönlichkeit zeichnen Sie sich durch Ihr sicheres Auftreten, durch Ihre selbstständige und eigenverantwortliche Arbeitsweise sowie durch Ihre sehr gute Kommunikationsfähigkeit aus.Idealerweise bringen Sie erste Erfahrungen in der Erwachsenenbildung mit."
Absolvent*innen der (Wirtschafts-)Informatik (m/w/d),Data Assessment Solutions GmbH,Hanover,Feste Anstellung,Vollzeit,"Wir sind ein innovatives Team mit einem starken Fokus auf die Schnittstelle zwischen Technologie und Wirtschaft. Unser Unternehmen hat sich auf die Entwicklung einer weltweit eingesetzten Enterprise-Software spezialisiert, die komplexe Probleme für unsere Kunden löst. Das erreichen wir unter anderem durch den Einsatz von Machine Learning. Wir treiben Innovationen in diesem Bereich aktiv voran.",Du verfügst übereinen Studienabschluss in (Wirtschafts-)Informatiksowie sehr gute Deutsch- und gute Englischkenntnisse
Beruflicher Neuanfang? Starte jetzt als IT-Salesmanager & CRM Spezialist (IHK) (m/w/d) – Quereinsteiger willkommen!,IOAS - Institute of Applied Sciences GmbH,Fulda,"Ausbildung, Studium",Vollzeit,"Wer steckt hinter dem Franklin Institute of Applied Sciences?Wir erkennen Talente und schaffen für Menschen mit den unterschiedlichsten Hintergründen die Möglichkeit, eine stabile, sichere und erfolgreiche Karriere in der IT-Branche zu leben - Gefördert durch das Jobcenter / Agentur für Arbeit.Unsere Weiterbildungen und unser Karriereprogramm unterstützen unsere Teilnehmer dabei, ihre vorhandenen Fähigkeiten auszubauen und Ihre versteckten Potenziale aufzudecken.Wir glauben an die Kraft der Bildung und die positive, oft Lebens-verändernde Auswirkung, die sie auf uns haben kann. Sei ein Teil unserer Mission, Menschen dabei zu unterstützen, ihre Träume in der IT-Branche zu verwirklichen.","Dein ProfilundJobvermittlung(% Vermittlungsquote)Persönliche Fähigkeiten:Deutsch auf B1 NiveauMotivation und Interesse an Wirtschaft & IT (nicht notwendig)Lernbereitschaft und SelbstdisziplinTechnischePC-KenntnisseStabiles InternetDeine VorteileKleine Gruppen für individuelle BetreuungFachlich und pädagogisch kompetente und erfahrene DozentenUnschlagbares Karriere - und Partnership ProgrammKommunikation auf AugenhöheDeine Zertifikate, die du während der Weiterbildung erhältstInbound Sales der Hubspot AcademyHubspot Sales Hub Software der Hubspot AcademyNLP Basics von DVNLPDesign Thinking Franklin IASSalesforce Certified Associate (Trailhead)Abschlusszertifikat Franklin"
Senior Marketing Automation Developer (m/w/d),advalyze GmbH,"Weißensee, Berlin, Deutschland",Feste Anstellung,"Homeoffice möglich, Vollzeit","advalyze steht für analyze | advice | advertiseBei advalyze vereinen wir ein Growth Marketing Mindset mit einer tiefen MarTech Expertise, um mit datengetriebenen Lösungen unseren Kunden einen Wettbewerbsvorteil im Markt auszubauen.","Idealerweise bringst du bereits Erfahrungen mit Tools wie Make oder Zapier mit.Du konzipierst und implementierst Marketing Automationen mit Tools wie Active Campaign, Braze, Hubspot oder Salesforce.Web-Tracking-Konzepte entwickelst und implementierst du anhand deiner soliden Kenntnisse in Tools wie Google Tag Manager, Google Analytics oder Snowplow.Du bereitest Daten und Reportings mit Hilfe von Visualisierungstools wie Google Looker Studio, Tableau oder Power BI auf und du bist in der Lage komplexe Zusammenhänge einfach zu erklären.Im Vertrieb unterstützt du uns, indem du dich proaktiv einbringst und an initialen Kundengespräche teilnimmst - Du hast das bigger picture immer vor Augen.Idealerweise verfügst du ein abgeschlossenes Studium im Bereich IT, Wirtschafts- oder Medieninformatik, oder eine vergleichbare Ausbildung.Du beherrschst Deutsch und Englisch fließend in Wort und Schrift.Du hast ein ausgeprägtes Verständnis in den Bereichen Marketing-Mix & Tooling Infrastruktur.Du besitzt ein gutes Verständnis von MarTech-Ökosystems und seiner Komponenten wie z.B. Data & Technology sowie Automatisierung.Java, Phyton oder SQL sind für dich keine Fremdsprachen.Du hast außergewöhnliche Organisations- und Zeitmanagement-Fähigkeiten.Analytisches Denken und Problemlösungsfähigkeiten sind deine Stärken.Du bist kundenorientiert und übernimmst Verantwortung mit hohem Engagement.Teamfähigkeit, Kreativität und Flexibilität zeichnen dich aus.Du verfügst über fundierte Erfahrung im Projektmanagement und in der Kundenbetreuung.Die eigenverantwortliche Steuerung, Überwachung und Optimierung von Projekten beherrschst du souverän.Du bist in der Lage, Probleme und Fragen auf kreative und innovative Weise zu lösen.Du übernimmst selbstständig neue Aufgaben, und nimmst Herausforderungen oder Probleme als Chancen der Weiterentwicklung an."
System Senior Software Developer,SmartRay GmbH,Wolfratshausen,Feste Anstellung,Vollzeit,"SmartRay is a leading manufacturer in 3D sensors for demanding, high-precision inspection and measurement technology. A German company that global manufacturers rely on to ensure high product quality and to optimize processes. Working with our customers, we open up new ways to solve the challenges of inline inspection and measurement.In our work, we rely on reliability, mutual respect and honesty. On economic, ecological and social responsibility. To the highest possible quality standards. And especially our employees who contribute to the international success of our products with smart ideas and commitment.","Bachelor’s degree in Computer Science, Software Engineering, or equivalent practical experienceProfessional experience in C++ software development, with solid knowledge of SQLExperience with modern software tools and frameworks such as Qt (5+), PostgreSQL, and Rust is a strong plusFamiliarity with industrial systems and interfaces (e.g. Fieldbus, ADS, MQTT), PLC systems (Beckhoff TwinCAT 3, Siemens SIMATIC), and web technologies (JavaScript/Node.js, TypeScript, RESTful APIs, GraphQL) is highly desirableFluent in English (spoken and written) and advanced proficiency in German"
