title,company,location,job_type,employment_type,description,requirements
Ausbildung zum Kaufmann (all genders) für IT-System-Management mit kaufmännischem oder technischem Schwerpunkt,DATAGROUP,Nürnberg,"Ausbildung, Studium","Homeoffice möglich, Vollzeit","DATAGROUP ist einer der führenden deutschen IT-Dienstleister – dank unseres engagierten Teams. Mit Begeisterung für Technologien und Innovationen bieten wir unseren Kunden verlässliche IT-Services. Gemeinsam mit Dir wollen wir weiter wachsen und Innovationen vorantreiben. Wir bieten Dir ein spannendes und herausforderndes Aufgaben­gebiet in einem innovativen Unternehmen. Mit einer offenen Unter­nehmens­kultur, individuellen Weiter­bildungs­möglich­keiten sowie einer Vielzahl an Entwicklungs­möglich­keiten bieten wir Dir den Arbeitsplatz, der zu Dir und Deinem Leben passt.Ausbildung zum Kaufmann (all genders) für IT-System-Management mit kaufmännischem oder technischem SchwerpunktDG-MUC-0032 / DG-OPS-0515","Du passt zu uns, wenn Du eine sympathische, kommunikative und aufgeschlossene Persönlichkeit sowie ein ausgeprägtes Interesse für IT-Themen mitbringst. Wichtig ist uns darüber hinaus, dass Du Dich kontinuierlich weiterentwickeln möchtest, Dich für innovative Technologien begeisterst und neugierig auf Deine Ausbildung bist.Du besitzt einen sehr guten Realschulabschluss mit technischem / kaufmännischem Zweig oder ein gutes Abitur / Fachabitur (auch Studienabbrecher*innen sind herzlich willkommen).Du besitzt großes Interesse an kaufmännischen Themen und hast vielleicht schon erste Erfahrungen in diesem Bereich.Du hast gute Kenntnisse in Mathematik, Deutsch, Englisch und Microsoft Office.Zu Deinen Stärken gehört ein flexibles, analysierendes und systematisches Denken.Du bist ein Organisationstalent und gehst sehr strukturiert vor.Du bist ein Teamplayer (all genders) mit hoher Leistungsbereitschaft, guter Kommunikationsfähigkeit und Eigeninitiative."
Werkstudent Retail Controlling | Fashion & Sports (w/m/d),Otto GmbH & Co. KGaA,Hamburg,"Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit","OTTO ist eines der erfolgreichsten E-Commerce-Unternehmen Europas. Mit mehr als 18 Millionen Artikeln und über 34.000 Marken gehört otto.de heute zu den führenden deutschen Onlineshopping-Plattformen. Als Marktplatz öffnen wir uns stetig für weitere Marken und Partner und wachsen so immer weiter. Ausruhen? Nicht unser Ding! Deins auch nicht? Dann komm an Board – und gestalte mit uns die Zukunft des E-Commerce.Vielfalt gehört zu uns, wie die Elbe zu Hamburg: Wir stehen für Offenheit, Respekt und Toleranz, ohne Wenn und Aber. Lass uns gemeinsam die Segel setzen – unabhängig davon, woher du kommst, wen du liebst oder woran du glaubst. Denn du bist einmalig und genau das suchen wir.Bei uns kannst du Ideen einbringen und Projekte vorantreiben, dich in Netzwerken für dein Herzensthema engagieren und unsere Unternehmenskultur aktiv mitgestalten. Dinge ausprobieren, neu denken, innovativ sein, über sich hinauswachsen – das ist unser Mindset. Lass uns gemeinsam etwas Großes erreichen. Egal ob du auf dem Campus oder zu Hause arbeitest.Unser Retail Controlling Team besteht aus vier Kolleg*innen welches den wirtschaftlichen Erfolg des Bereichs Fashion & Sport in enger Zusammenarbeit mit dem Category Management plant und steuert. „Think and act Data“ ist eines unserer Leading Principles bei OTTO. Damit unsere Category Manager unseren Kund*innen die richtigen Produkte zum richtigen Zeitpunkt anbieten und das Geschäft rentabel steuern können, benötigen sie state-of-the-art Reportings und Analysen. Hier kommst du ins Spiel: Gemeinsam mit den Retail Controllern stellst du den Category Managern die richtigen Auswertungen zur Verfügung und optimierst unsere Reporting Tools, um ein attraktives Sortiment erstellen zu können, das zu dem Wachstum und der Rentabilität von OTTO beiträgt.Viele sprechen von „Homeoffice“ – wir von „hybrid oder mobile Work“: Du kannst bis zu 50 % deiner monatlichen Arbeitszeit remote arbeiten. Unsere Teams entscheiden dabei gemeinsam mit ihrer Führungskraft, wie sie das Gleichgewicht aus Präsenzzeiten vor Ort und mobilem Arbeiten gestalten.","Must-have:Eingeschriebene*r Student*in mit Studienschwerpunkt BWL oder VWLVerfügbar ab 15.08. oder 01.09.2025 für mindestens 6 Monate (15-18 h/Woche)Excelkenntnisse mindestens auf Basisniveau, gerne auch fortgeschrittenSprachniveau: Deutsch C1 (fachkundige Sprachverwendung)Nice-to-have:Erfahrung in Arbeit mit Datenbanken und ReportingtoolsErfahrung im Controlling"
Laborleiter (m/w/d) QC Wirkstoffproduktion,FERCHAU – Connecting People and Technologies,Frankfurt am Main,Feste Anstellung,Vollzeit,"Die besten Köpfe für die unterschiedlichsten Aufgaben zu finden sowie Menschen und Technologien zu verbinden, und zwar täglich aufs Neue - dafür schätzen unsere Kunden FERCHAU. Unterstütze uns: als ambitionierte:r Kolleg:in, der:die wie wir Technologien auf die nächste Stufe bringen möchte. Wir realisieren spannende Projekte für namhafte Kunden in den Bereichen Pharma und Life Science und übernehmen Verantwortung für komplexe Entwicklungsprojekte. Unterstütze unseren Kunden als Laborleiter (m/w/d) QC WirkstoffproduktionLaborleiter (m/w/d) QC WirkstoffproduktionFrankfurt am Main","Dein ProfilPhD oder Äquivalent in Chemieingenieurwesen, Pharmazeutischen Wissenschaften, Biochemie oder einer verwandten DisziplinBerufserfahrung in der ArzneimittelentwicklungAusgeprägte pharmazeutische Kenntnisse im Bereich der Analytik und in der QualitätskontrolleFührungserfahrung und ein Verständnis des ProjektmanagementsKenntnisse in der RisikobewertungSehr gute Deutsch- und EnglischkenntnisseSAP-Kenntnisse wünschenswert"
QA Specialist (m/w/d),FERCHAU – Connecting People and Technologies,Marburg,Feste Anstellung,"Homeoffice möglich, Vollzeit","Die besten Köpfe für die unterschiedlichsten Aufgaben zu finden sowie Menschen und Technologien zu verbinden, und zwar täglich aufs Neue - dafür schätzen unsere Kunden FERCHAU. Unterstütze uns: als ambitionierte:r Mitarbeitende:r für einen unserer Kunden. Wir realisieren spannende Projekte für namhafte Kunden in den Bereichen Pharma und Life Science von der ersten Idee bis zur Herstellung. Als Berufserfahrene:r unterstützt du deine Kolleg:innen mit deinem langjährigen Know-how und deiner Expertise.QA Specialist (m/w/d)Marburg",Überzeuge uns mit deinen QualifikationenAbgeschlossenes Studium der Natur- oder Ingenieurwissenschaften oder vergleichbare Ausbildung mit entsprechender BerufserfahrungMehrere Jahre Berufserfahrung in der pharmazeutischen IndustrieSicherer Umgang mit GMP-Regularien und dem Erstellen von SOPsSehr gute Deutsch- und Englischkenntnisse
Produktmanager After Sales (m/w/d),OPTIMA pharma GmbH,Schwäbisch Hall,Feste Anstellung,Vollzeit,"Seit über 100 Jahren sind wir als familiengeführtes Unternehmen der Technologieführer im Dosieren, Füllen und Verpacken anspruchsvoller Produkte – von flüssig bis fest. Rund 3.400 Mitarbeiterinnen und Mitarbeiter an über 20 Standorten weltweit entwickeln wegweisende Lösungen, Systeme und Technologien für unsere vier Geschäftsbereiche: Consumer, Life Science, Nonwovens und Pharma.Gemeinsam tun wir alles dafür, dass unser Team auch in Zukunft Optima, das Beste ist. #wecareforpeopleAls Produktmanager After Sales (m/w/d) sind Sie Teil von Optima Pharma. Dabei wirken Sie bei der Entwicklung und Fertigung intelligenter Turnkey-Abfülllösungen inklusive Isolator und Gefriertrockner für die Pharma- und Biotech-Industrie mit. Zukunftsorientiert, nachhaltig und flexibel.","Sie verfügen über eine kaufmännische Ausbildung, zum Beispiel als Industriekaufmann/-frau (m/w/d), ergänzt durch eine Weiterbildung zum Techniker oder Fachwirt – alternativ haben Sie ein techniknahes Studium erfolgreich abgeschlossen.Idealerweise bringen Sie bereits Berufserfahrung in einem technisch geprägten Unternehmensumfeld mit und haben erste Einblicke in den Maschinen- und Anlagenbau erhalten, insbesondere im Produkt- oder Projektmanagement.Analytisches Denken, methodische Kompetenz und kreative Ansätze in der Produktentwicklung zählen ebenso zu Ihren Stärken wie ein ausgeprägtes technisches und wirtschaftliches Verständnis.Mit Ihren sehr guten Deutsch- und Englischkenntnissen sind Sie in der Lage, unsere weltweiten Servicekollegen zu unseren Produkten zu schulen – dabei sind Sie offen für internationale Reisetätigkeiten (ca. 10 % im Jahr)."
IT-Systemadministrator mit Schwerpunkt Endpoint-Management (m/w/d),HGV Hanseatische Gesellschaft für Verlagsservice mbH,Hamburg,Feste Anstellung,"Homeoffice möglich, Vollzeit","Die Hanseatische Gesellschaft für Verlagsservice mbH (HGV) ist als dynamischer, proaktiver Partner und Innovationstreiber eine tragende Säule der Holtzbrinck Buchverlage. Wir setzen unser Know-how ein, um unseren Verlagen zu ermöglichen, sich auf ihr Kerngeschäft zu konzentrieren, um gemeinsam erfolgreich zu sein.Unsere 140 Mitarbeitenden an den Standorten Hamburg und München unterstützen unsere Verlagskunden u. a. in den Bereichen Kunden-, Finanz- und IT- Service sowie Data Intelligence.Die HGV ist ein 100%iges Tochterunternehmen der Verlagsgruppe Georg von Holtzbrinck.Zur Verstärkung unseres Teams im Bereich IT-Infrastruktur suchen wir am Standort Hamburg, zum nächstmöglichen Zeitpunkt einenIT-Systemadministrator (w/m/d) mit Schwerpunkt Endpoint-Management.","Du hast eine abgeschlossene Ausbildung zum Fachinformatiker (m/w/d) oder eine vergleichbare QualifikationDu bringst mindestens 3 Jahre Erfahrung in der Administration von Windows- und Linux-Servern mitDu hast grundlegende Kenntnisse in LAN, WAN und VPNDu bist erfahren im Umgang mit Baramundi und idealerweise auch KandjiKenntnisse in Azure sind ein besonderes Plus für dichDeine Deutschkenntnisse sind sehr gut (mindestens C1), und du hast gute EnglischkenntnisseLast but not least: Du bist kunden- und dienstleistungsorientiert und ein echter Teamplayer"
Network Engineer (m/w/d) WLAN,Ratiodata SE,Frankfurt am Main,Feste Anstellung,"Homeoffice möglich, Vollzeit","Du suchst neue Herausforderungen und Karrieremöglichkeiten? Du willst deine Zukunft aktiv mitgestalten? Dann komm zu uns! Wir sind eins der größten Systemhäuser und Technologiepartner in Deutschland mit über 1.500 Kolleg:innen an 10 Standorten. Bewirb dich jetzt und zeig uns, aus welchen Bits und Bytes du gemacht bist.","Deine IT-Ausbildung hast Du erfolgreich abgeschlossen, egal ob Studium oder AusbildungDu hast Erfahrung in der Weiterentwicklung und dem Betrieb komplexer Netzinfrastrukturen mit Produkten des Herstellers Cisco SystemsAußerdem verfügst du über gute Kenntnisse der Produktlinien des Herstellers Cisco Systems im Bereich Datacenter, Campus Switching (Catalyst), WLAN oder WAN, idealerweise verbunden mit Erfahrung mit Software Defined Network TechnologienDu hast fundierte Kenntnisse und praktische Erfahrung mit Cisco WLAN-Technologien, einschließlich der Konfiguration und Verwaltung von Cisco Wireless LAN Controllern und Access PointsSehr gute Deutschkenntnisse in Wort und Schrift runden dein Profil ab"
Verfahrensingenieur Pharma (m/w/d),FERCHAU – Connecting People and Technologies,Marburg,Feste Anstellung,"Homeoffice möglich, Vollzeit","Was unsere Kunden von ihren Technologielösungen erwarten? Das nächste Level! Das gelingt unserem Team bei FERCHAU Tag für Tag. Wir suchen dich: als ambitionierte:n Mitarbeitende:n für einen unserer Kunden. Wir realisieren spannende Projekte für namhafte Kunden in den Bereichen Pharma und Life Science und arbeiten mit an anspruchsvollen Lösungen für die Industrie. Du möchtest dein Potenzial vollständig entfalten können? Wir bieten dir eine Umgebung mit vielfältigen Aufgaben, neuen Herausforderungen und permanenten Chancen, in der du weiter wachsen und dein Profil schärfen kannst.Verfahrensingenieur Pharma (m/w/d)Marburg",Das bringst du mitAbgeschlossenes technisches Studium oder Weiterbildung zum:zur Techniker:in mit dem Schwerpunkt VerfahrenstechnikKenntnisse im Bereich der Verfahrens- und AnlagentechnikIdealerweise erste Berufserfahrung im Chemie- oder PharmaumfeldGute Deutsch- und Englischkenntnisse
Qualifizierungs- und Validierungsingenieur (m/w/d) GMP,FERCHAU – Connecting People and Technologies,Mannheim,Feste Anstellung,Vollzeit,"Menschen und Technologien zu verbinden, den Perfect Match für unsere Kunden zu gestalten, immer die richtigen Expert:innen für die jeweilige Herausforderung zu finden - das ist unser Anspruch bei FERCHAU und dafür suchen wir dich: als ambitionierte:n Kolleg:in, der:die wie wir Technologien auf die nächste Stufe bringen möchte. Wir realisieren spannende Projekte für namhafte Kunden in den Bereichen Pharma und Life Science und überzeugen täglich mit fundierter Expertise und fachlichem Know-how.Qualifizierungs- und Validierungsingenieur (m/w/d) GMPMannheim","Dein ProfilErfolgreich abgeschlossenes Studium der Verfahrenstechnik, Pharmatechnik, Biotechnologie, Bio-Verfahrenstechnik, Maschinenbau oder vergleichbare QualifikationErfahrung im Bereich Validierung und Qualifizierung von pharmazeutischen AnlagenSicherer Umgang mit Richtlinienkonformitäten sowie GMPErfahrung im Bereich der Reinraumtechnik wünschenswertAusgeprägte Kommunikationsfähigkeit sowie hohes Maß an TeamorientierungSehr gute Deutsch- und Englischkenntnisse in Wort und Schrift"
Mitarbeiter Kalibrierung / Messtechnik (m/w/d),FERCHAU – Connecting People and Technologies,Mainz,"Berufseinstieg/Trainee, Feste Anstellung",Vollzeit,"Menschen und Technologien zu verbinden, den Perfect Match für unsere Kunden zu gestalten, immer die richtigen Expert:innen für die jeweilige Herausforderung zu finden - das ist unser Anspruch bei FERCHAU und dafür suchen wir dich: als ambitionierte:n Kolleg:in, der:die wie wir Technologien auf die nächste Stufe bringen möchte. Wir realisieren spannende Projekte für namhafte Kunden in den Bereichen Pharma und Life Science und sichern die technische Basis für industrielle Revolutionen.Mitarbeiter Kalibrierung / Messtechnik (m/w/d)Mainz","Das bringst du mitAbgeschlossene Ausbildung zum:zur Mechatroniker:in oder Elektroniker:in bzw. verwandte Ausbildung mit Schwerpunkt Mess- und Regeltechnik; Weiterbildung zum:zur Techniker:in ist von Vorteil, aber nicht vorausgesetztIdealerweise erste Berufserfahrungen vorhanden, Einsteiger:innen sind ebenfalls willkommenKenntnisse in der Anwendung von MessinstrumentenNationale und internationale Reisebereitschaft und Führerschein"
Kundenbetreuer Beratungs- und Vertriebslösungen (m/w/d) befristet bis 31.10.2026 | OMCBVL,Atruvia AG,"Karlsruhe, Münster",Befristeter Vertrag,"Homeoffice möglich, Teilzeit, Vollzeit","Wir sind der Digitalisierungspartner der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelange Banking-Expertise mit moderner Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren agree21 bis hin zur App-Entwicklung. Als deutschsprachiges Unternehmen nutzen wir zukunftsweisende Technologien wie künstliche Intelligenz oder Smart Data und schreiben Prozessoptimierung, Sicherheit und Regulatorik groß.Wir haben uns zum Ziel gesetzt, innovative digitale Banking- und Near-Banking-Erlebnisse für über 900 Banken und mehr als 30 Millionen Bankkund*innen zu ermöglichen. Daher investieren wir systematisch in das Know-how unserer mehr als 5.500 Mitarbeitenden und betrachten Nachhaltigkeit als strategisches Unternehmensziel.Unser Zusammenarbeitsmodell zeichnet sich durch eine agile, crossfunktionale Arbeitsweise in allen Unternehmensbereichen aus. Wir verbinden Menschen und Märkte von morgen - einfach. digital. sicher.Für unser Geschäftsfeld Omnichannel im Tribe Beratungs- und Vertriebslösungen suchen wir dich in Voll- oder Teilzeit ab 30 Wochenstunden alsKundenbetreuer Beratungs- und Vertriebslösungen (m/w/d)in Karlsruhe bzw. Münster. Deine Tätigkeit ist dem Chapter Fachsupport zugeordnet. Hier arbeitest du mit 4 Kolleg*innen standortübergreifend und mit vielfältigen Schnittstellen zusammen.Beachte: Diese Stelle ist für die Dauer/Zeitraum bis zum 31.10.2026 befristet.","Persönlichkeit mit ProfilDu hast ein abgeschlossenes Wirtschaftsstudium sowie mehrjährige einschlägige Berufserfahrung oder eine vergleichbare Qualifikation.Du verfügst über Berufserfahrung in der IT-Betreuung oder in einer kundennahen Support-Tätigkeit sowie über Kenntnisse der Abläufe der eingesetzten Tools/Medien im Kundenservice.Idealerweise besitzt du Kenntnisse über die genossenschaftliche FinanzGruppe, bringst ein gutes Verständnis der Aufbau-/Ablauforganisation einer Bank mit und hast ein Verständnis von Kundenbedürfnissen und -verhalten in der zunehmend digitalisierten Welt.Du verfügst über verhandlungssichere Deutschkenntnisse (mindestens C1-Niveau) und über gute Englischkenntnisse (B2-Niveau).Du bringst eine ausgeprägte Kunden- und Serviceorientierung mit und deine verbindliche und eigenverantwortliche Arbeitsweise, dein analytisches Denkvermögen sowie deine sehr gute Planungsfähigkeit zeichnen dich aus.Du bist konfliktfähig und durchsetzungsstark bei gleichzeitig hoher Kooperations- und Teamfähigkeit.Nobody is perfect! Du erfüllst die Anforderungen nicht zu 100 % und hast dennoch Lust auf den Job? Kein Problem - wir gehen den Weg gemeinsam als Team - inklusive Einarbeitung und passgenauen Entwicklungsmaßnahmen!"
Mitarbeiter Kalibrierung / Messtechnik (m/w/d),FERCHAU – Connecting People and Technologies,Darmstadt,Feste Anstellung,Vollzeit,"Menschen und Technologien zu verbinden, den Perfect Match für unsere Kunden zu gestalten, immer die richtigen Expert:innen für die jeweilige Herausforderung zu finden - das ist unser Anspruch bei FERCHAU und dafür suchen wir dich: als ambitionierte:n Kolleg:in, der:die wie wir Technologien auf die nächste Stufe bringen möchte. Wir realisieren spannende Projekte für namhafte Kunden in den Bereichen Pharma und Life Science und sichern die technische Basis für industrielle Revolutionen.Mitarbeiter Kalibrierung / Messtechnik (m/w/d)Darmstadt","Das bringst du mitAbgeschlossene Ausbildung zum:zur Mechatroniker:in oder Elektroniker:in bzw. verwandte Ausbildung mit Schwerpunkt Mess- und Regeltechnik; Weiterbildung zum:zur Techniker:in ist von Vorteil, aber nicht vorausgesetztIdealerweise erste Berufserfahrungen vorhanden, Einsteiger:innen sind ebenfalls willkommenKenntnisse in der Anwendung von MessinstrumentenNationale und internationale Reisebereitschaft und Führerschein"
Mechatroniker Pharma (m/w/d),FERCHAU – Connecting People and Technologies,Mannheim,Feste Anstellung,Vollzeit,"Menschen und Technologien zu verbinden, den Perfect Match für unsere Kunden zu gestalten, immer die richtigen Expert:innen für die jeweilige Herausforderung zu finden - das ist unser Anspruch bei FERCHAU und dafür suchen wir dich: als Expert:in für unseren Kunden. Wir realisieren spannende Projekte für namhafte Kunden in den Bereichen Pharma und Life Science und überzeugen täglich mit Expertise und fachlichem Know-how.Mechatroniker Pharma (m/w/d)Mannheim","Das bringst du mitErfolgreich abgeschlossene Berufsausbildung im Bereich Elektrotechnik, Mechatronik oder AutomatisierungstechnikErfahrungen im regulierten Umfeld (GMP)Erfahrungen in der Automatisierung, der Inbetriebnahme und der Instandhaltung von produzierenden AnlagenInteresse an der Analyse von komplizierten Fehlersituationen und dem Arbeiten an komplexen AnlagensystemenAusgeprägte TeamfähigkeitVerhandlungssichere Deutschkenntnisse in Wort und Schrift"
(Senior) Quality Specialist Pharma (m/w/d),FERCHAU – Connecting People and Technologies,Biberach an der Riß,Feste Anstellung,"Homeoffice möglich, Vollzeit",Du teilst unsere Leidenschaft für Pharma und Life Science und willst dich den Herausforderungen der Zukunft stellen? Dann komm zu FERCHAU: Wir realisieren spannende Projekte für namhafte Kooperationspartner und übernehmen Verantwortung für komplexe Entwicklungsprojekte. Als (Senior) Quality Specialist unterstützt du deine Kolleg:innen mit frischen Impulsen und profitierst vom gegenseitigen Erfahrungsaustausch.(Senior) Quality Specialist Pharma (m/w/d)Biberach an der Riß,Unsere Erwartungen an dichAbgeschlossenes Studium im pharmazeutischen oder naturwissenschaftlichen Fachbereich oder eine anderweitige Ausbildung mit entsprechender BerufserfahrungErfahrungen in der Qualitätssicherung und Qualitätskontrolle von Arzneimitteln wünschenswertIdealerweise gute Kenntnisse über die internationalen GMP-Bestimmungen und regulatorischen AnforderungenFließende Deutsch- und Englischkenntnisse in Wort und SchriftAusgeprägte Kommunikations- und Teamfähigkeit
Softwareentwickler Visualisierung / SCADA (m/w/d),FERCHAU – Connecting People and Technologies,Marburg,Feste Anstellung,Vollzeit,"Technologien auf das nächste Level zu heben, sich Herausforderungen zu stellen und an den Innovationen von morgen zu arbeiten - dafür benötigen wir bei FERCHAU Expert:innen wie dich: als ambitionierte Kolleg:innen, die wie wir Technologien auf die nächste Stufe bringen möchten. Wir realisieren spannende Projekte für namhafte Kunden in den Bereichen Pharma und Life Science für smarte Integration von IT-Trends und etablierten Lösungen. Mit deiner Erfahrung macht dir so schnell keiner etwas vor. Den digitalen Wandel begleitest du von Anfang an und du weißt genau, welchen Einfluss IT auf die wirtschaftliche Entwicklung in Zukunft haben wird. Du möchtest auf dem Laufenden bleiben und bist immer interessiert an neuen Entwicklungen.Softwareentwickler Visualisierung / SCADA (m/w/d)Marburg",Überzeuge uns mit deinen QualifikationenErfolgreich abgeschlossenes Studium im Bereich Elektrotechnik/Automatisierungstechnik oder Technische InformatikErfahrung in der Programmierung von gängigen SCADA-Systemen (Siemens WinCC o. Ä.)Kenntnisse in der Programmierung mit C# wünschenswertKenntnisse in Microsoft-SQL-DatenbankenBereitschaft zu gelegentlichen Dienstreisen für Inbetriebnahmen vor Ort beim KundenGute Englischkenntnisse
Duales Studium Maschinenbau - Kältesystemtechnik ab 01.09.2026,Liebherr-International Deutschland GmbH,Ochsenhausen,"Befristeter Vertrag, Feste Anstellung",,"Für unseren Bereich Kältetechnikinnerhalb unserer globalen Forschung und Entwicklung am Standort Ochsenhausen suchen wir dich für ein duales Studium im Bereich Kältesystemtechnik.​Im Produktsegment Kühl- und Gefriergeräte entwickelt, fertigt und verkauft Liebherr bereits seit 1954 ein breites Spektrum an effizienten Kühl- und Gefriergeräten für den privaten und professionellen Einsatz. Um Kunden stets mit innovativen Lösungen zu begeistern, werden dabei deren Bedürfnisse in den Mittelpunkt gesetzt und die Grenzen des bisher Machbaren immer wieder neu definiert. Kühl- und Gefriergeräte von Liebherr gelten in der Branche und bei Kunden als Symbol für höchste Qualität – heute in Europa und morgen",Allgemeine oder die der Fachrichtung entsprechende fachgebundene HochschulreifeInteresse an einem technischen Studium mit PraxisorientierungSelbstständige und strukturierte Arbeitsweise sowie TeamorientierungEigeninitiative und Leistungsbereitschaft
Biologe / Biotechnologe / Chemiker (m/w/d),FERCHAU – Connecting People and Technologies,Biberach an der Riß,Feste Anstellung,Vollzeit,Du teilst unsere Leidenschaft für Pharma und Life Science und willst dich den Herausforderungen der Zukunft stellen? Dann komm zu FERCHAU: Wir realisieren spannende Projekte für namhafte Partner in der pharmazeutischen Industrie. Als Biolog:in/Biotechnolog:in/Chemiker:in bringst du dein Know-how und deine Expertise ein.Biologe / Biotechnologe / Chemiker (m/w/d)Biberach an der Riß,"Unsere Erwartungen an dichAbgeschlossenes naturwissenschaftliches Studium oder eine abgeschlossene Ausbildung im Bereich der Biochemie, Biologie, Chemie oder BiotechnologieErfahrung in der GMP-gerechten Dokumentation wünschenswertSorgfältige und zielgerechte Arbeitsweise sowie ausgeprägte Kommunikations- und TeamfähigkeitGroße Flexibilität und Lernbereitschaft für neue Aufgaben aus EntwicklungsprojektenGute Deutsch- und Englischkenntnisse in Wort und Schrift"
Prozess Spezialist Pharma (m/w/d),FERCHAU – Connecting People and Technologies,Biberach an der Riß,Feste Anstellung,Vollzeit,Du teilst unsere Leidenschaft für Pharma und Life Science und willst dich den Herausforderungen der Zukunft stellen? Dann komme zu FERCHAU: Wir realisieren spannende Projekte für namhafte Kunden und unterstützen diese in allen Phasen - von der Idee bis zur Verwirklichung. Als Prozess Spezialist:in bringst du dein Know-how und deine Expertise ein.Prozess Spezialist Pharma (m/w/d)Biberach an der Riß,"Dein ProfilAbgeschlossenes Studium (naturwissenschaftlich, ingenieurswissenschaftlich oder pharmazeutisch) oder alternativ naturwissenschaftliche Ausbildung mit langjähriger relevanter BerufserfahrungErste Erfahrung in der GMP-Produktion von Vorteil, idealerweise in einer pharmazeutischen GroßanlageGute Sozialkompetenz sowie Kommunikations- und TeamfähigkeitSorgfältige, effiziente, selbstständige und strukturierte ArbeitsweiseSehr gute Sprachkenntnisse in Deutsch und Englisch in Wort und Schrift"
SAP IT Architekt (w/m/d),Otto Group one.O,Hamburg,Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Otto Group one.Oist der zentrale, leistungsstarke Partner für Strategieberatung und Technologie. Mit weltweit rund 1.000 Kolleg*innen in Bereichen wie Consulting, Softwareentwicklung, SAP sowie Data Intelligence & AI beraten wir strategisch und konzeptionieren, entwickeln und betreiben digitale End-to-End-Lösungen entlang der gesamten Wertschöpfungskette. Innovativ und integriert gestalten wir die digitale Transformation und begleiten Kunden innerhalb und außerhalb der Otto Group durch die KI-Ära. Und darüber hinaus.Unser Bereich Accounting & Procurement bietet hochautomatisierte Produkte im Rahmen einer umfassenden IT- und Prozessberatung. Dabei setzen wir, wo sinnvoll, auf SAP. Neben FI/CO umfasst dies auch MM/SD sowie Konsolidierungs- und Analyselösungen. Unsere Sekundärprozesse zeichnen sich durch hohe Prozesskompetenz, Standardsoftware und gegenseitige Unterstützung aus. So schaffen wir Synergien innerhalb der Otto Group. In enger Zusammenarbeit mit den Fachbereichen gestalten wir digitale Best-Practice-Prozesse und definieren gemeinsam die Ownership und Governance in den Projekten, der Beratung und im Betrieb.Wir, das Team Retail Accounting, sind Teil des Bereichs und verantworten SAP-Lösungen für die Bestandsführung sowie Lieferanten- und Geschäftspartnerabrechnung auf Basis von S/4HANA und den Modulen SAP MM, SD und FI. Wir begleiten den kompletten Lebenszyklus der Anwendungen: von der Konzeption bis zum Applikationssupport. Der Schwerpunkt unserer Arbeit? – Neu- und Weiterentwicklung! Second und Third Level Support gehören ebenfalls dazu. Übrigens Stillstand gibt es bei uns nicht – wir sind agil unterwegs mit Scrum und Kanban und offen für Neues.Wir sind 20 nette Kolleg*innen, Humor und Spaß an der Arbeit mit Menschen zeichnen uns aus. Das findest du sympathisch? - Super, wir freuen uns, dich kennenzulernen!Viele sprechen von „Homeoffice“ – wir von „hybrid oder mobile Work“: Unsere Teams entscheiden gemeinsam mit ihrer Führungskraft, welches Gleichgewicht aus mobilem Arbeiten (remote) und Präsenzzeiten vor Ort für sie sinnvoll ist. Wir sind mittwochs und donnerstags am Campus.Du kannst uns auch in Teilzeit (30 h/Woche) unterstützen.Tech-Stack:S4HANA, SAP SD und MM, GCP & AWS, SAP Gateway, SAP PO/PI/CPI, SAP Netweaver, SAP BTP","Must-have:Agiles Mindset | Eigeninitiative | Lösungsorientierung | Ausgeprägte analytische Fähigkeiten | Fundierte praktische Erfahrung in Themen wie SAP Gateway, SAP Netweaver, SAP BTP, etc. | Begeisterung für Technologie-Themen| Fundierte Erfahrungen in SAP Modulen SD oder MM | Studium der (Wirtschafts-) Informatik oder vergleichbare AusbildungSprachniveau: Deutsch C1 (fachkundige Sprachverwendung) und Englisch B2 (selbstständige Sprachverwendung)Nice-to-have:Praktische Programmiererfahrung | Erfahrung mit anderen SAP Komponenten (FI, CO, PO, CPI, SolMan) | Erfahrung mit SAP Retail oder S4 HANA | Kenntnisse der ITIL-Prozesse | Projektmanagementerfahrung | Kaufmännisches Verständnis"
